"CLASS","A","A-","A+","B","B-","B+","C","C-","C+","D","D-","D+","F"
"MGMTFT 420 - GANDHI, A.D.",0.162,0.301,0.081,0.132,0.059,0.257,NA,NA,0.007,NA,NA,NA,NA
"MGMTFT 420 - POLIQUIN, C.W.",0.167,0.29,0.081,0.114,0.062,0.276,NA,NA,0.01,NA,NA,NA,NA
"MGMTFT 423C - SCHEINROCK, J.I.",0.562,0.266,0.082,0.017,0.004,0.069,NA,NA,NA,NA,NA,NA,NA
"MGMTFT 428B - SCHEINROCK, J.I.",0.406,0.333,0.043,0.13,NA,0.087,NA,NA,NA,NA,NA,NA,NA
"MGMTGEX 412 - BLEVINS, J.",0.129,0.194,0.161,0.161,0.161,0.194,NA,NA,NA,NA,NA,NA,NA
"MGMTMFE 404 - IVERSON, B.C.",0.135,0.095,0.189,0.27,NA,0.311,NA,NA,NA,NA,NA,NA,NA
"MGMTMFE 406 - EISFELDT, A.L.",0.324,0.108,0.568,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MGMTMFE 407 - LOCHSTOER, L.A.",0.946,NA,0.054,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MGMTMFE 408 - LONGSTAFF, F.A.",0.257,0.23,NA,0.203,0.014,0.297,NA,NA,NA,NA,NA,NA,NA
"MGMTMSA 404 - GIULIANO, P.",0.214,0.25,0.036,0.25,NA,0.25,NA,NA,NA,NA,NA,NA,NA
"MGMTMSA 405 - LEVENEUR, F.",0.446,0.036,0.464,0.018,NA,0.018,NA,0.018,NA,NA,NA,NA,NA
"MGMTMSA 406 - SEILER, S.A.",0.211,0.526,0.018,0.018,0.018,0.211,NA,NA,NA,NA,NA,NA,NA
"MGMTMSA 407 - CARO, F.",0.196,0.196,0.071,NA,NA,0.536,NA,NA,NA,NA,NA,NA,NA
"MGMTPHD 201B - SEILER, S.A.",0.455,0.273,0.091,0.091,NA,0.091,NA,NA,NA,NA,NA,NA,NA
"MGMTPHD 237 - LONGSTAFF, F.A.",0.364,0.182,NA,0.182,NA,0.273,NA,NA,NA,NA,NA,NA,NA
"MIL SCI 12 - FREEMAN, S.",0.125,NA,0.625,0.062,0.062,0.062,NA,NA,0.062,NA,NA,NA,NA
"MIL SCI 142 - KWON, S.S.",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MIMG 10 - MOBERG PARKER, J.P",0.569,0.078,0.157,0.118,0.02,0.059,NA,NA,NA,NA,NA,NA,NA
"MIMG 101 - BRADLEY, P.J.",0.333,NA,0.078,0.284,NA,0.118,0.142,NA,0.044,NA,NA,NA,NA
"MIMG 102 - DASGUPTA, A.",0.263,0.066,0.025,0.157,0.081,0.167,0.146,0.03,0.066,NA,NA,NA,NA
"MIMG 103BL - FREISE, A.C.",0.395,0.211,0.368,NA,NA,NA,0.026,NA,NA,NA,NA,NA,NA
"MIMG 109AL - MOBERG PARKER, J.P",0.452,0.194,0.097,0.129,0.032,0.097,NA,NA,NA,NA,NA,NA,NA
"MIMG 158 - MILLER, J.H.",0.857,NA,0.082,NA,NA,0.061,NA,NA,NA,NA,NA,NA,NA
"MIMG 180A - DAS, S.",0.786,0.214,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MIMG 180A - GALIC, Z.",0.867,0.133,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MIMG 262B - BONAVIDA, B.",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MIMG C185A - O'SULLIVAN, T.E.",0.112,0.14,0.037,0.224,0.14,0.15,NA,0.028,0.075,0.093,NA,NA,NA
"MIMG CM156 - COHN, D.H.",0.146,0.062,0.167,0.333,0.062,0.042,0.104,0.042,0.042,NA,NA,NA,NA
"MOL BIO 255 - CHOW, S.A.",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MSC IND 101 - NAIMAN, T.H.",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MSC IND 112B - PASTERNAK, N.J.",0.429,NA,0.357,0.071,0.071,0.071,NA,NA,NA,NA,NA,NA,NA
"MSC IND 113 - FJELLESTAD, H.",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MSC IND 124 - BOGAN, D.",0.9,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MSC IND 29 - LEAF, D.A.",0.344,0.156,0.4,0.022,0.011,0.056,NA,NA,0.011,NA,NA,NA,NA
"MSC IND M181 - FINELL, J.",0.333,0.083,0.5,NA,NA,0.083,NA,NA,NA,NA,NA,NA,NA
"MUSC 110C - MILBURN, D.S.",0.833,0.083,NA,NA,NA,0.083,NA,NA,NA,NA,NA,NA,NA
"MUSC 114B - FLANAGAN LYSY, M.M",0.429,0.5,0.071,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MUSC 114D - HEARN, K.N.",NA,NA,0.909,NA,NA,NA,0.091,NA,NA,NA,NA,NA,NA
"MUSC 115A - BRENNAN, D.A.",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MUSC 119 - HEUSER, F.",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MUSC 120B - MEITES, N.G.",0.565,0.13,0.043,NA,0.043,0.087,0.043,0.043,0.043,NA,NA,NA,NA
"MUSC 120B - PHELPS, B.J.",0.217,0.304,NA,0.174,0.043,0.217,NA,NA,0.043,NA,NA,NA,NA
"MUSC 15 - HO, J.H.",0.589,0.057,0.281,0.01,0.021,0.036,NA,NA,NA,NA,NA,NA,0.005
"MUSC 185F - MCKEOWN, K.O.",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MUSC 185H - MCKEOWN, K.O.",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MUSC 20B - DE SILVA, D.L.",0.2,0.16,0.08,0.32,0.08,NA,0.08,NA,NA,0.04,NA,NA,0.04
"MUSC 20B - LEFKOWITZ, D.S.",0.125,0.208,0.167,0.083,0.042,0.208,0.042,NA,NA,NA,NA,NA,0.125
"MUSC 20B - OBA, H.M.",0.45,0.05,0.1,0.1,0.05,0.2,NA,NA,0.05,NA,NA,NA,NA
"MUSC 261F - CHENG, G.C.",0.4,0.28,NA,0.2,0.04,0.08,NA,NA,NA,NA,NA,NA,NA
"MUSC 30A - LENT, J.D.",0.182,0.455,0.364,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MUSC 472 - BASS, J.",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MUSC 50 - RODRIGUE, J.",0.667,0.111,0.222,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MUSC C175A - LINDEMANN, J.H.",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MUSC C175D - DIMOND, T.A.",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MUSC C175E - AN, J.Y.",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MUSC C175F - DAVIS, J.D.",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MUSC C175G - CHENG, G.C.",NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MUSC C185A - BASS, J.",0.96,0.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MUSC C185B - BASS, J.",0.966,NA,0.034,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MUSC C185C - DARRAH, J.E.",0.792,0.042,0.083,NA,0.042,NA,NA,0.042,NA,NA,NA,NA,NA
"MUSC C185D - ANDERSON, D.P.",0.974,0.026,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MUSC C185E - ANDERSON, D.P.",0.93,0.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MUSC C185G - CROSS, T.J.",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MUSC C480A - BASS, J.",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MUSC C480E - ANDERSON, D.P.",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MUSC C480G - CROSS, T.J.",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MUSC M6B - BEKEN, M.N.",0.542,0.042,0.375,NA,0.042,NA,NA,NA,NA,NA,NA,NA,NA
"MUSC M6B - MILBURN, D.S.",0.6,0.1,NA,0.1,0.1,0.1,NA,NA,NA,NA,NA,NA,NA
"MUSC M90T - WINKLE, M.D.",0.909,0.091,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MUSCLG 125B - LE GUIN, E.C.",0.385,0.385,NA,NA,0.038,0.154,NA,NA,0.038,NA,NA,NA,NA
"MUSCLG 13 - SCHWARTZ, J.A.",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MUSCLG 187B - COURT, B.M.",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MUSCLG 191G - REPLOGLE, H.D.",0.526,0.053,0.421,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MUSCLG 245 - FINK, R.W.",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MUSCLG 250 - REDMOND, S.L.",0.167,0.25,0.167,0.25,NA,0.167,NA,NA,NA,NA,NA,NA,NA
"MUSCLG 35 - SYER, K.R.",0.333,0.061,0.515,NA,0.03,0.061,NA,NA,NA,NA,NA,NA,NA
"MUSCLG 68 - UPTON, E.R.",0.293,0.052,0.605,0.014,0.01,0.021,0.002,NA,NA,0.002,NA,NA,NA
"NAV SCI 104 - PATITSAS, N.D.",0.231,0.077,0.615,NA,NA,0.077,NA,NA,NA,NA,NA,NA,NA
"NEURO 205 - BUONOMANO, D.",0.4,0.25,0.05,0.1,0.05,0.15,NA,NA,NA,NA,NA,NA,NA
"NEURO 260 - AHARONI, D.B.",0.8,0.1,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NEURO M203 - BISLEY, J.W.",0.316,0.211,0.263,0.053,0.105,0.053,NA,NA,NA,NA,NA,NA,NA
"NEUROSC 191H - CEPEDA, C.",0.462,0.231,0.308,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NEUROSC 191H - ROMERO, R.",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NEUROSC C177 - EVANS, C.J.",0.333,0.25,0.056,0.056,0.056,0.25,NA,NA,NA,NA,NA,NA,NA
"NEUROSC M101B - BABIEC, W.E.",0.241,0.144,0.011,0.161,0.092,0.184,0.057,0.046,0.063,NA,NA,NA,NA
"NEUROSC M119N - SCHEIN, S.",0.407,0.111,0.111,0.111,NA,0.222,0.037,NA,NA,NA,NA,NA,NA
"NEUROSC M145 - CHANDLER, S.H.",0.545,NA,0.03,0.333,NA,0.061,0.03,NA,NA,NA,NA,NA,NA
"NEUROSC M176 - TRAMO, M.J.",0.833,0.056,0.111,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NURSING 115 - GYLYS, K.H.",0.283,0.245,0.17,0.113,0.057,0.113,NA,NA,0.019,NA,NA,NA,NA
"NURSING 150B - PHELPS, L.L.",0.295,0.352,0.139,0.049,0.016,0.139,NA,NA,0.008,NA,NA,NA,NA
"NURSING 162A - STUDER, K.M.",0.314,0.353,NA,0.059,0.039,0.235,NA,NA,NA,NA,NA,NA,NA
"NURSING 168 - CUENCA, E.L.",0.465,0.349,0.047,0.047,NA,0.07,NA,NA,0.023,NA,NA,NA,NA
"NURSING 171 - WILEY, D.J.",0.209,0.023,0.767,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NURSING 197 - WILEY, D.J.",0.96,0.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NURSING 20 - SALEM, B.E.",0.531,0.163,0.286,NA,NA,0.02,NA,NA,NA,NA,NA,NA,NA
"NURSING 211 - CHEN, W.",0.12,0.38,NA,0.12,0.12,0.26,NA,NA,NA,NA,NA,NA,NA
"NURSING 216A - GAWLINSKI, A.F.",0.355,0.323,0.226,NA,NA,0.097,NA,NA,NA,NA,NA,NA,NA
"NURSING 223 - VERZEMNIEKS, I.L.",0.533,0.2,0.267,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NURSING 224 - LAZAR, J.",0.333,0.162,0.434,NA,NA,0.071,NA,NA,NA,NA,NA,NA,NA
"NURSING 225A - STUDER, K.M.",0.333,0.188,0.435,0.029,NA,0.014,NA,NA,NA,NA,NA,NA,NA
"NURSING 230B - BATES-JENSEN, B.M.",0.116,0.348,NA,0.145,0.087,0.275,0.029,NA,NA,NA,NA,NA,NA
"NURSING 232 - CADOGAN, M.",0.545,0.182,NA,0.273,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NURSING 238A - FREDRICKSON, J.M.",0.5,0.214,0.143,NA,NA,0.143,NA,NA,NA,NA,NA,NA,NA
"NURSING 238C - PIKE, N.A.",0.571,0.214,0.214,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NURSING 239A - CHOI, S.E.",0.308,0.519,0.019,0.058,NA,0.096,NA,NA,NA,NA,NA,NA,NA
"NURSING 252A - CHOI, K.R.",0.13,0.058,0.812,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NURSING 252B - CARPENTER, C.L.",0.4,0.129,0.471,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NURSING 264 - LEWIS, M.A.",0.036,0.071,0.893,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NURSING 3 - CARPENTER, C.L.",0.341,0.318,0.136,0.091,0.023,0.091,NA,NA,NA,NA,NA,NA,NA
"NURSING 403 - BATISTE-BROWN, Q.N",0.389,0.389,0.167,0.056,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NURSING 404 - BRECHT, M.",0.889,NA,NA,0.056,NA,NA,0.056,NA,NA,NA,NA,NA,NA
"NURSING 406 - DIXON, E.L.",0.333,0.056,0.389,NA,NA,0.111,NA,NA,0.111,NA,NA,NA,NA
"NURSING 438A - MCGRATH, N.E.",0.929,0.071,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NURSING 438C - MCGRATH, N.E.",0.923,0.077,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NURSING 465A - DEMMAN, B.L.",0.31,0.183,0.451,NA,NA,0.056,NA,NA,NA,NA,NA,NA,NA
"NURSING 470C - BUSH, N.",0.667,NA,0.333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ORL BIO 229B - MAIDA, C.A.",0.308,0.385,0.231,NA,NA,0.077,NA,NA,NA,NA,NA,NA,NA
"PHILOS 100B - NORMORE, C.G.",0.355,0.25,0.116,0.093,0.029,0.11,0.017,0.006,0.023,NA,NA,NA,NA
"PHILOS 131 - SMITH, S.R.",0.371,0.171,0.114,0.143,0.057,0.029,0.057,NA,0.029,NA,NA,NA,0.029
"PHILOS 135 - KAPLAN, D.B.",0.353,0.206,NA,0.088,0.059,0.088,0.059,NA,0.029,NA,NA,NA,0.118
"PHILOS 136 - WALSH, S.",0.44,0.12,NA,0.08,0.16,0.04,NA,NA,0.04,NA,NA,NA,0.12
"PHILOS 152A - DEWITT, J.A.",0.14,0.26,NA,0.18,0.1,0.2,NA,NA,0.08,NA,0.02,0.02,NA
"PHILOS 166 - GLEB, G.T.",0.235,0.206,NA,0.353,0.029,0.088,0.029,NA,0.029,0.029,NA,NA,NA
"PHILOS 168 - HARRIS, M.C.",0.065,0.065,0.71,0.032,NA,0.129,NA,NA,NA,NA,NA,NA,NA
"PHILOS 170 - BURGE, C.T.",0.191,0.255,NA,0.213,0.106,0.149,0.043,NA,0.021,NA,NA,NA,0.021
"PHILOS 173 - ROUSH, S.",0.311,0.244,0.156,0.178,NA,0.111,NA,NA,NA,NA,NA,NA,NA
"PHILOS 177B - JOHNSON, M.C.",0.139,0.278,0.083,0.194,0.167,0.056,0.028,NA,0.028,NA,NA,NA,0.028
"PHILOS 2 - SCHAEFFER, L.J.",0.595,0.095,NA,0.083,0.048,0.119,NA,0.012,0.048,NA,NA,NA,NA
"PHILOS 21 - ROUSH, S.",0.376,0.113,0.17,0.099,0.035,0.128,0.014,NA,0.035,NA,NA,0.014,0.014
"PHILOS 22W - HERMAN, B.",0.337,0.367,NA,0.122,0.051,0.112,0.01,NA,NA,NA,NA,NA,NA
"PHILOS 31 - WALSH, S.",0.552,0.138,0.028,0.055,0.055,0.055,0.021,0.014,0.021,0.007,NA,0.007,0.048
"PHILOS 7 - HSU, A.",0.271,0.245,NA,0.128,0.048,0.234,0.011,0.005,0.048,NA,NA,NA,0.011
"PHILOS 8 - ELLIOTT, K.J.",0.091,0.222,NA,0.222,0.097,0.256,0.062,0.017,0.028,0.006,NA,NA,NA
"PHILOS 98T - GREENBERG, G.J.",0.286,0.214,NA,0.071,NA,0.429,NA,NA,NA,NA,NA,NA,NA
"PHILOS C111 - HILTUNEN, A.",0.371,0.343,NA,0.171,NA,0.114,NA,NA,NA,NA,NA,NA,NA
"PHILOS C115 - BURGE, C.T.",0.125,0.312,NA,0.188,0.172,0.141,NA,0.016,0.031,NA,NA,NA,0.016
"PHILOS C119 - JULIUS, A.J.",0.19,0.81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PHILOS C127B - KAPLAN, D.B.",0.241,0.121,0.017,0.207,0.103,0.172,0.069,NA,0.069,NA,NA,NA,NA
"PHILOS C156 - NORMORE, C.G.",0.243,0.214,0.029,0.114,0.114,0.186,0.029,0.014,0.043,NA,NA,0.014,NA
"PHILOS M118B - JOHNSON, M.C.",0.1,0.25,0.1,0.2,0.05,0.05,NA,NA,0.15,NA,NA,NA,0.1
"PHILOS M187 - LENEHAN, R.E.",0.357,0.571,NA,NA,NA,0.071,NA,NA,NA,NA,NA,NA,NA
"PHYSCI 111A - ESDIN, J.",0.493,0.216,0.042,0.122,0.019,0.042,0.047,NA,0.019,NA,NA,NA,NA
"PHYSCI 111L - COOPER, R.H.",0.419,0.378,0.108,NA,NA,0.095,NA,NA,NA,NA,NA,NA,NA
"PHYSCI 121 - WATSON, R.H.",0.25,0.25,0.103,0.118,0.015,0.132,0.015,0.029,0.059,NA,NA,NA,0.029
"PHYSCI 13 - FRISCIA, A.R.",0.409,0.023,0.227,0.045,0.136,0.136,0.023,NA,NA,NA,NA,NA,NA
"PHYSCI 167 - LU, Q.",0.16,0.33,0.011,0.181,0.074,0.191,0.011,NA,0.043,NA,NA,NA,NA
"PHYSCI 175 - WHITE, S.A.",0.378,0.222,0.133,0.067,0.022,0.178,NA,NA,NA,NA,NA,NA,NA
"PHYSCI 177 - GLANZMAN, D.L.",0.267,0.067,0.1,0.467,0.033,0.033,NA,NA,0.033,NA,NA,NA,NA
"PHYSCI 187A - AKIN, O.",0.786,0.214,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PHYSCI 194A - HASSON, T.W.",0.923,NA,NA,NA,NA,0.077,NA,NA,NA,NA,NA,NA,NA
"PHYSCI 194A - MCEVOY, M.M.",0.111,NA,0.889,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PHYSCI 200 - WOLLMAN, R.",NA,NA,0.944,0.056,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PHYSCI 5 - ESDIN, J.",0.889,0.028,0.073,NA,NA,0.007,0.002,NA,NA,NA,NA,NA,NA
"PHYSCI C126 - COLWELL, C.S.",0.488,0.093,0.116,0.163,NA,0.116,NA,NA,0.023,NA,NA,NA,NA
"PHYSCI C127 - CORREA, S.",0.656,0.156,0.094,0.031,NA,0.062,NA,NA,NA,NA,NA,NA,NA
"PHYSCI C130 - ARNOLD, A.P.",0.444,0.222,NA,0.111,0.148,0.074,NA,NA,NA,NA,NA,NA,NA
"PHYSCI C152 - WHITING, W.C.",0.694,0.122,0.02,0.061,0.031,0.071,NA,NA,NA,NA,NA,NA,NA
"PHYSCI M140 - RENSEL, M.A.",0.5,0.1,0.35,NA,NA,0.05,NA,NA,NA,NA,NA,NA,NA
"PHYSCI M145 - CHANDLER, S.H.",0.769,0.077,NA,0.154,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PHYSICS 105A - NAOZ, S.",0.185,0.123,0.508,0.077,0.015,0.015,NA,0.015,0.015,NA,0.015,NA,0.031
"PHYSICS 110A - BACHTIS, M.",0.099,0.158,0.079,0.228,0.109,0.139,0.05,0.05,0.079,NA,NA,NA,0.01
"PHYSICS 115B - ZOCCHI, G.",0.559,0.203,0.102,NA,0.017,0.102,NA,NA,NA,NA,NA,NA,0.017
"PHYSICS 115C - VASSILIEV, V.V.",0.135,0.108,0.216,0.189,0.081,0.189,NA,NA,0.081,NA,NA,NA,NA
"PHYSICS 117 - WHITEHORN, N.",0.118,0.176,0.176,0.235,0.059,0.118,NA,NA,0.059,NA,NA,0.059,NA
"PHYSICS 131 - PUTTERMAN, S.J.",0.333,0.059,0.196,0.078,0.02,0.078,0.078,0.059,0.078,NA,NA,NA,0.02
"PHYSICS 132 - VASSILIEV, V.V.",0.161,0.129,0.097,0.032,0.161,0.226,0.032,0.065,0.065,NA,NA,NA,0.032
"PHYSICS 144 - BOZOVIC, D.",0.545,0.273,0.045,0.045,NA,0.091,NA,NA,NA,NA,NA,NA,NA
"PHYSICS 17 - ONG, R.A.",0.243,0.189,0.135,0.189,0.081,0.108,0.027,NA,0.027,NA,NA,NA,NA
"PHYSICS 180A - HUANG, H.Z.",0.1,0.1,0.3,0.1,0.1,0.3,NA,NA,NA,NA,NA,NA,NA
"PHYSICS 180C - BROWN, S.",0.5,NA,0.071,0.071,0.071,0.214,NA,NA,NA,NA,NA,NA,0.071
"PHYSICS 180D - KOGAR, A.",0.4,0.1,0.2,0.1,0.2,NA,NA,NA,NA,NA,NA,NA,NA
"PHYSICS 180E - CARTER, T.A.",0.333,0.167,0.083,0.083,0.167,0.083,0.083,NA,NA,NA,NA,NA,NA
"PHYSICS 180F - BACHTIS, M.",0.4,0.3,0.2,NA,NA,0.1,NA,NA,NA,NA,NA,NA,NA
"PHYSICS 18L - WANG, G.",0.275,0.15,0.175,0.1,0.1,0.15,0.025,NA,0.025,NA,NA,NA,NA
"PHYSICS 192 - ARISAKA, K.",0.5,NA,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PHYSICS 192M - SAMANI, J.F.",0.955,0.045,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PHYSICS 192S - SAMANI, J.F.",0.957,0.043,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PHYSICS 1A - CORBIN, B.",0.228,0.06,0.018,0.228,0.066,0.072,0.168,0.096,0.054,NA,NA,NA,0.012
"PHYSICS 1A - KUSENKO, A.",0.426,0.205,0.253,0.013,0.008,0.088,0.005,NA,0.003,NA,NA,NA,NA
"PHYSICS 1A - WILLIAMS, G.A.",0.311,0.081,0.014,0.068,0.176,0.122,0.162,0.041,NA,0.027,NA,NA,NA
"PHYSICS 1B - DUMITRESCU, T.",0.16,0.183,0.036,0.178,0.112,0.249,0.03,0.012,0.041,NA,NA,NA,NA
"PHYSICS 1B - GUTPERLE, M.",0.149,0.171,0.023,0.189,0.137,0.217,0.046,NA,0.051,NA,NA,NA,0.017
"PHYSICS 1BH - HOLCZER, K.",0.112,NA,0.887,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PHYSICS 1C - KANG, Z.",0.347,0.142,0.221,0.074,0.063,0.095,0.016,0.005,0.032,0.005,NA,NA,NA
"PHYSICS 1C - TUNG, N.C.",0.289,0.089,0.044,0.178,0.133,0.1,0.122,0.011,0.033,NA,NA,NA,NA
"PHYSICS 210A - MUSUMECI, P.",0.432,0.162,0.027,0.054,0.108,0.189,0.027,NA,NA,NA,NA,NA,NA
"PHYSICS 215A - D'HOKER, E.",0.293,0.146,0.049,0.049,NA,0.463,NA,NA,NA,NA,NA,NA,NA
"PHYSICS 226B - GELMINI, G.B.",0.75,0.125,0.125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PHYSICS 232B - BERN, Z.",0.5,0.333,0.167,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PHYSICS 241B - TSERKOVNYAK, Y.",0.8,NA,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PHYSICS 242B - CHAKRAVARTY, S.",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PHYSICS 262 - MIAO, J.",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PHYSICS 4AL - ARISAKA, K.",0.302,0.334,0.059,0.066,0.023,0.216,NA,NA,NA,NA,NA,NA,NA
"PHYSICS 4BL - ARISAKA, K.",0.376,0.267,0.168,0.05,0.01,0.119,NA,NA,NA,NA,NA,0.005,0.005
"PHYSICS 5A - ONG, R.A.",0.203,0.151,0.031,0.219,0.115,0.12,0.089,0.031,0.026,0.016,NA,NA,NA
"PHYSICS 5A - RICH, M.",0.172,0.258,0.045,0.131,0.101,0.212,0.051,0.01,0.02,NA,NA,NA,NA
"PHYSICS 5B - BAUER, D.J.",0.38,0.16,0.124,0.08,0.055,0.121,0.025,0.017,0.039,NA,NA,NA,NA
"PHYSICS 5B - SCHRIVER, D.",0.701,0.068,0.189,0.011,NA,0.031,NA,NA,NA,NA,NA,NA,NA
"PHYSICS 5C - SAMANI, J.F.",0.391,0.129,0.33,0.043,0.023,0.052,0.011,NA,0.006,0.006,0.006,0.003,NA
"PHYSICS C187A - BRUINSMA, R.F.",0.364,0.091,0.273,0.136,0.045,0.091,NA,NA,NA,NA,NA,NA,NA
"PHYSICS M180G - ARISAKA, K.",0.294,0.176,0.529,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"POL SCI 113B - PANAGIA, D.",0.353,0.179,0.231,0.092,0.012,0.116,0.006,0.006,NA,0.006,NA,NA,NA
"POL SCI 114B - TROJAN, C.",0.422,0.178,0.011,0.156,0.033,0.078,0.022,0.056,0.022,0.011,NA,NA,0.011
"POL SCI 116B - BARKER, K.",0.141,0.141,0.155,0.127,0.085,0.141,0.07,NA,0.085,NA,0.028,0.014,0.014
"POL SCI 119 - BRANSTETTER, J.G.",0.61,0.072,0.284,0.011,0.004,0.019,NA,NA,NA,NA,NA,NA,NA
"POL SCI 121A - CHATTERJEE, S.",0.425,0.16,NA,0.123,0.066,0.075,0.047,0.009,0.075,0.009,NA,0.009,NA
"POL SCI 123A - JOHNS, L.N.",0.197,0.268,0.11,0.11,0.071,0.126,0.024,0.008,0.079,NA,NA,0.008,NA
"POL SCI 124A - ROBERTS, T.L.",0.356,0.135,0.067,0.144,0.096,0.067,0.019,0.058,0.029,0.01,NA,0.019,NA
"POL SCI 126 - LARSON, D.W.",0.491,0.129,0.155,0.121,NA,0.06,0.009,NA,0.009,0.017,NA,NA,0.009
"POL SCI 138B - BERENJI, S.",0.314,0.165,0.025,0.157,0.033,0.19,0.025,NA,0.058,NA,NA,0.025,0.008
"POL SCI 139 - LEE, Y.B.",0.276,0.233,NA,0.164,0.078,0.147,0.069,NA,0.009,0.009,NA,0.017,NA
"POL SCI 140A - PERIS, W.E.",0.558,0.15,NA,0.062,0.071,0.133,0.018,NA,NA,NA,NA,NA,0.009
"POL SCI 141B - BAYLOR, C.A.",0.124,0.142,0.398,0.115,0.035,0.115,0.018,0.009,0.027,0.009,0.009,NA,NA
"POL SCI 145E - ORREN, K.J.",0.333,0.316,NA,0.035,0.018,0.281,0.018,NA,NA,NA,NA,NA,NA
"POL SCI 147C - JAMES, S.C.",0.456,0.223,0.087,0.068,0.01,0.087,0.039,0.019,NA,NA,NA,NA,0.01
