"CLASS","A","A-","A+","B","B-","B+","C","C-","C+","D","D-","D+","F"
"MGMT 285B - ULLMEN, J.B.",0.806,0.129,NA,NA,NA,0.065,NA,NA,NA,NA,NA,NA,NA
"MGMT 286 - CARUSO, E.M.",0.404,0.07,0.035,0.333,0.035,0.105,NA,NA,0.018,NA,NA,NA,NA
"MGMT 293C - COCKRUM, W.M.",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MGMT 295A - WALSKE, J.M.",0.048,0.524,NA,0.048,NA,0.381,NA,NA,NA,NA,NA,NA,NA
"MGMT 295D - SCHEINROCK, J.I.",0.222,0.333,NA,0.194,NA,0.25,NA,NA,NA,NA,NA,NA,NA
"MGMT 298D - FARRELL, B.J.",0.365,0.27,0.111,0.079,0.048,0.127,NA,NA,NA,NA,NA,NA,NA
"MGMT 298D - FRONS, B.S.",0.167,0.214,0.119,0.167,NA,0.333,NA,NA,NA,NA,NA,NA,NA
"MGMT 298D - LARKIN, I.I.",0.274,0.308,0.051,0.034,0.017,0.316,NA,NA,NA,NA,NA,NA,NA
"MGMT 298D - SANDERS, B.J.",0.043,0.261,0.043,0.217,0.043,0.391,NA,NA,NA,NA,NA,NA,NA
"MGMT 298D - SEILER, S.A.",0.265,0.324,0.029,0.265,0.029,0.059,NA,NA,0.029,NA,NA,NA,NA
"MGMT 298D - WURSTER, T.S.",0.083,0.417,NA,0.133,NA,0.367,NA,NA,NA,NA,NA,NA,NA
"MGMT 298F - SCHEINROCK, J.I.",0.407,0.315,0.148,NA,0.019,0.111,NA,NA,NA,NA,NA,NA,NA
"MGMT 407 - HERMAN, A.D.",0.355,0.032,0.129,0.161,0.032,0.29,NA,NA,NA,NA,NA,NA,NA
"MGMT 414B - CARUSO, E.M.",0.194,0.209,0.03,0.254,0.104,0.179,NA,NA,0.03,NA,NA,NA,NA
"MGMT 414B - DAI, H.",0.186,0.2,0.029,0.214,0.086,0.271,NA,NA,0.014,NA,NA,NA,NA
"MGMT 414B - DEVOE, S.E.",0.544,0.074,NA,0.162,NA,0.221,NA,NA,NA,NA,NA,NA,NA
"MGMT 414B - FOX, C.R.",0.132,0.309,0.015,0.191,0.044,0.294,NA,NA,0.015,NA,NA,NA,NA
"MGMT 414B - WHITSON, J.A.",0.188,0.261,0.029,0.203,NA,0.304,NA,NA,0.014,NA,NA,NA,NA
"MGMT 425 - MCCANN, R.M.",0.667,NA,NA,NA,NA,0.333,NA,NA,NA,NA,NA,NA,NA
"MGMT 430 - KAHL, M.",0.295,0.114,0.045,0.205,NA,0.341,NA,NA,NA,NA,NA,NA,NA
"MGMT 458B - ABE, G.J.",0.3,0.225,NA,0.225,NA,0.25,NA,NA,NA,NA,NA,NA,NA
"MGMT 458B - EDWARDS, S.",0.607,0.393,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MGMTEX 402 - MAMANI, H.",0.164,0.284,0.075,0.149,0.06,0.254,NA,NA,0.015,NA,NA,NA,NA
"MGMTEX 402 - SARIN, R.K.",0.179,0.224,0.03,0.299,0.06,0.209,NA,NA,NA,NA,NA,NA,NA
"MGMTEX 409 - ULLMEN, J.B.",0.485,0.388,0.007,NA,NA,0.119,NA,NA,NA,NA,NA,NA,NA
"MGMTEX 420 - MINOR, D.B.",0.015,0.269,0.194,0.164,0.037,0.321,NA,NA,NA,NA,NA,NA,NA
"MGMTEX 439 - GARMAISE, M.J.",0.205,0.256,NA,0.077,NA,0.462,NA,NA,NA,NA,NA,NA,NA
"MGMTEX 439 - MCCANN, R.M.",0.657,NA,NA,0.06,NA,0.284,NA,NA,NA,NA,NA,NA,NA
"MGMTFE 401 - BENDERSKY, C.B.",0.179,0.224,0.015,0.343,0.045,0.194,NA,NA,NA,NA,NA,NA,NA
"MGMTFE 401 - CARUSO, E.M.",0.179,0.269,0.015,0.224,0.045,0.239,0.015,NA,0.015,NA,NA,NA,NA
"MGMTFE 401 - DAI, H.",0.156,0.299,0.039,0.156,0.091,0.26,NA,NA,NA,NA,NA,NA,NA
"MGMTFE 401 - WHITSON, J.A.",0.219,0.266,0.062,0.125,0.031,0.297,NA,NA,NA,NA,NA,NA,NA
"MGMTFE 402 - BIKHCHANDANI, S.",0.188,0.25,0.016,0.125,0.094,0.328,NA,NA,NA,NA,NA,NA,NA
"MGMTFE 402 - MAMER, J.W.",0.355,0.161,NA,0.29,NA,0.194,NA,NA,NA,NA,NA,NA,NA
"MGMTFE 402 - MISIC, V.",0.272,0.221,0.029,0.25,0.029,0.199,NA,NA,NA,NA,NA,NA,NA
"MGMTFE 409 - CARUSO, E.M.",0.169,0.2,0.031,0.185,0.138,0.231,0.015,NA,0.031,NA,NA,NA,NA
"MGMTFE 409 - ULLMEN, J.B.",0.438,0.344,NA,NA,NA,0.219,NA,NA,NA,NA,NA,NA,NA
"MGMTFE 409 - WU, J.",0.161,0.259,0.035,0.224,0.084,0.203,0.014,NA,0.021,NA,NA,NA,NA
"MGMTFE 410 - BRAVO PLAZA, F.",0.143,0.238,0.057,0.19,0.095,0.267,NA,NA,0.01,NA,NA,NA,NA
"MGMTFE 410 - DEHORATIUS, N.",0.167,0.097,0.042,0.375,0.056,0.208,NA,NA,0.056,NA,NA,NA,NA
"MGMTFE 410 - RAJARAM, K.",0.176,0.242,0.022,0.209,0.055,0.242,NA,NA,0.055,NA,NA,NA,NA
"MGMTFE 420 - GALLUS, J.",0.198,0.231,0.055,0.22,0.044,0.253,NA,NA,NA,NA,NA,NA,NA
"MGMTFE 420 - KAO, J.L.",0.218,0.208,0.03,0.218,0.069,0.257,NA,NA,NA,NA,NA,NA,NA
"MGMTFE 420 - SCHMITT, M.A.",0.233,0.288,NA,0.178,0.041,0.26,NA,NA,NA,NA,NA,NA,NA
"MGMTFE 427B - FOSTER, R.F.",0.587,0.13,0.192,0.019,0.005,0.067,NA,NA,NA,NA,NA,NA,NA
"MGMTFE 428B - SCHEINROCK, J.I.",0.407,0.315,0.148,NA,0.019,0.111,NA,NA,NA,NA,NA,NA,NA
"MGMTFT 402 - LONG, E.F.",0.215,0.274,0.022,0.052,0.037,0.378,NA,NA,0.022,NA,NA,NA,NA
"MGMTFT 402 - SIDDIQ, A.A.",0.16,0.29,0.105,0.11,0.055,0.275,NA,NA,0.005,NA,NA,NA,NA
"MGMTFT 405 - GIULIANO, P.",0.168,0.248,0.029,0.234,0.051,0.226,NA,NA,0.044,NA,NA,NA,NA
"MGMTFT 405 - WASSERMAN, M.S.",0.147,0.25,0.059,0.216,0.044,0.24,NA,NA,0.044,NA,NA,NA,NA
"MGMTFT 408 - HARTMAN-GLASER, B.",0.35,0.145,0.128,0.094,0.094,0.179,NA,NA,0.009,NA,NA,NA,NA
"MGMTFT 411 - SHADDY, F.P.",0.136,0.257,0.061,0.047,0.061,0.379,0.009,NA,0.051,NA,NA,NA,NA
"MGMTGEX 402 - MCCARDLE, K.F.",0.281,0.125,0.062,0.25,0.031,0.25,NA,NA,NA,NA,NA,NA,NA
"MGMTGEX 403 - HAYN, C.",0.5,0.125,0.062,0.281,0.031,NA,NA,NA,NA,NA,NA,NA,NA
"MGMTGEX 406 - GOLDSTEIN, N.J.",0.368,0.132,0.053,0.079,NA,0.368,NA,NA,NA,NA,NA,NA,NA
"MGMTGEX 410 - TANG, C.S.",0.323,0.581,0.097,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MGMTGEX 440 - GEIS, G.T.",0.25,NA,NA,0.062,NA,0.688,NA,NA,NA,NA,NA,NA,NA
"MGMTGEX 440 - LEE, J.J.",0.143,0.5,0.071,NA,NA,0.286,NA,NA,NA,NA,NA,NA,NA
"MGMTGEX 440 - MINOR, D.B.",0.4,NA,0.2,0.333,NA,0.067,NA,NA,NA,NA,NA,NA,NA
"MGMTGEX 440 - SUOMINEN, K.M.",0.364,0.364,NA,NA,NA,0.273,NA,NA,NA,NA,NA,NA,NA
"MGMTMFE 400 - CHERNOV, M.",0.187,0.093,0.2,0.187,NA,0.32,0.013,NA,NA,NA,NA,NA,NA
"MGMTMFE 401 - KIM, M.P.",0.467,0.093,NA,0.173,NA,0.267,NA,NA,NA,NA,NA,NA,NA
"MGMTMFE 402 - ROSSI, P.E.",0.453,0.107,0.04,0.147,0.053,0.147,NA,NA,0.053,NA,NA,NA,NA
"MGMTMFE 403 - PANAGEAS, S.",0.417,NA,0.028,0.111,NA,0.431,NA,NA,0.014,NA,NA,NA,NA
"MGMTMFE 410 - PELEG, E.",0.582,0.278,0.051,0.038,NA,0.051,NA,NA,NA,NA,NA,NA,NA
"MGMTMFE 431 - KRAFT, H.H.",0.2,0.4,0.3,NA,0.02,0.08,NA,NA,NA,NA,NA,NA,NA
"MGMTMFE 431 - LEDOIT, O.R.",0.195,0.073,0.171,0.268,0.024,0.268,NA,NA,NA,NA,NA,NA,NA
"MGMTMFE 431 - PANAGEAS, S.",0.278,NA,0.222,0.056,NA,0.444,NA,NA,NA,NA,NA,NA,NA
"MGMTMFE 431 - SUBRAHMANYAM, A.",0.393,0.375,0.071,0.036,NA,0.125,NA,NA,NA,NA,NA,NA,NA
"MGMTMSA 400 - MAOZ, U.M.",0.286,0.554,0.018,0.036,NA,0.107,NA,NA,NA,NA,NA,NA,NA
"MGMTMSA 401 - ROSSI, P.E.",0.768,NA,NA,0.018,NA,0.214,NA,NA,NA,NA,NA,NA,NA
"MGMTMSA 402 - CHO, J.",0.196,0.304,0.143,0.143,0.036,0.179,NA,NA,NA,NA,NA,NA,NA
"MGMTMSA 403 - SIDDIQ, A.A.",0.357,0.286,0.304,NA,NA,0.054,NA,NA,NA,NA,NA,NA,NA
"MGMTMSA 412 - ZEITHAMMER, R.",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MGMTMSA 431 - BUCKLIN, R.E.",0.061,0.485,NA,0.121,NA,0.333,NA,NA,NA,NA,NA,NA,NA
"MGMTMSA 432 - BRAVO PLAZA, F.",0.6,NA,0.2,NA,NA,0.2,NA,NA,NA,NA,NA,NA,NA
"MGMTMSA 433 - PANALIGAN, R.A.",0.556,0.389,0.056,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MGMTMSA 434 - VASHCHILENKO, D.",0.25,0.417,0.25,NA,NA,0.083,NA,NA,NA,NA,NA,NA,NA
"MGMTMSA 435 - DI GAETANO, K.",0.25,0.083,0.167,0.292,0.042,0.167,NA,NA,NA,NA,NA,NA,NA
"MGMTMSA 436 - IQBAL, R.",0.318,0.227,0.091,0.091,0.045,0.227,NA,NA,NA,NA,NA,NA,NA
"MGMTPHD 201A - ROSSI, P.E.",0.267,0.067,NA,0.267,0.067,0.267,NA,NA,0.067,NA,NA,NA,NA
"MGMTPHD 239 - CHERNOV, M.",0.364,NA,0.273,NA,NA,0.364,NA,NA,NA,NA,NA,NA,NA
"MIL SCI 11 - FREEMAN, S.",0.227,0.136,0.318,0.136,NA,0.182,NA,NA,NA,NA,NA,NA,NA
"MIL SCI 131 - VARGAS, T.L.",0.7,NA,0.2,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MIL SCI 141 - KWON, S.S.",0.562,0.125,0.312,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MIL SCI 21 - FREEMAN, S.",0.182,0.091,0.545,NA,0.091,0.091,NA,NA,NA,NA,NA,NA,NA
"MIMG 101 - HILL, K.L.",0.139,0.16,0.053,0.164,0.117,0.171,0.06,0.028,0.085,0.018,NA,NA,0.004
"MIMG 103AL - FREISE, A.C.",0.342,0.158,0.289,0.105,0.026,NA,NA,0.053,0.026,NA,NA,NA,NA
"MIMG 103BL - FREISE, A.C.",0.286,0.179,0.321,NA,0.071,0.143,NA,NA,NA,NA,NA,NA,NA
"MIMG 105 - BENTOLILA, L.",0.143,0.257,0.057,0.257,0.029,0.086,0.057,NA,0.086,NA,0.029,NA,NA
"MIMG 168 - CAMPBELL, D.A.",0.208,0.01,0.031,0.302,0.031,0.01,0.219,0.052,0.104,NA,NA,NA,0.031
"MIMG 180B - BENSINGER, S.J.",0.688,NA,0.312,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MIMG 262A - BONAVIDA, B.",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MSC IND 101 - NAIMAN, T.H.",0.611,0.167,0.111,NA,0.111,NA,NA,NA,NA,NA,NA,NA,NA
"MSC IND 102 - JOHNSON, G.L.",0.235,0.176,0.412,NA,0.059,0.118,NA,NA,NA,NA,NA,NA,NA
"MSC IND 104A - FRANZEN, D.E.",0.459,0.243,0.108,0.054,0.027,0.108,NA,NA,NA,NA,NA,NA,NA
"MSC IND 107A - BEARD, J.R.",0.462,0.077,0.077,0.077,0.154,0.077,0.077,NA,NA,NA,NA,NA,NA
"MSC IND 111 - SHAPIRO, M.A.",NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MSC IND 115 - MOSELEY, A.M.",0.32,0.04,0.64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MSC IND M103 - TRAMO, M.J.",0.483,0.31,0.172,NA,0.034,NA,NA,NA,NA,NA,NA,NA,NA
"MUSC 110A - HEUSER, F.",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MUSC 110B - CHEN-HAFTECK, L.",0.545,0.091,NA,NA,0.091,0.182,NA,NA,NA,0.091,NA,NA,NA
"MUSC 114A - FLANAGAN LYSY, M.M",0.818,NA,0.091,NA,NA,0.091,NA,NA,NA,NA,NA,NA,NA
"MUSC 116 - YI, M.H.",0.312,0.312,NA,0.375,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MUSC 120A - MEITES, N.G.",0.5,0.154,0.038,0.038,0.115,0.154,NA,NA,NA,NA,NA,NA,NA
"MUSC 120A - PHELPS, B.J.",0.125,0.25,NA,0.208,0.083,0.292,NA,NA,0.042,NA,NA,NA,NA
"MUSC 185F - CROSS, T.J.",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MUSC 185H - MCKEOWN, K.O.",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MUSC 204 - SYER, K.R.",0.481,0.185,0.259,0.037,NA,0.037,NA,NA,NA,NA,NA,NA,NA
"MUSC 20A - DE SILVA, D.L.",0.185,0.111,NA,0.37,0.074,0.111,0.074,NA,NA,NA,NA,NA,0.074
"MUSC 20A - LEFKOWITZ, D.S.",0.208,0.25,0.083,0.125,0.083,0.083,0.042,0.042,0.042,NA,0.042,NA,NA
"MUSC 20A - OBA, H.M.",0.474,0.263,0.105,0.053,NA,0.053,NA,NA,0.053,NA,NA,NA,NA
"MUSC 261E - KINDERMAN, W.A.",0.238,0.238,0.143,0.19,NA,0.19,NA,NA,NA,NA,NA,NA,NA
"MUSC 3 - DE SILVA, D.L.",0.571,0.057,0.114,0.086,NA,0.057,NA,NA,0.086,NA,NA,NA,0.029
"MUSC 50 - RODRIGUE, J.",0.684,0.211,0.053,NA,NA,0.053,NA,NA,NA,NA,NA,NA,NA
"MUSC C175A - LINDEMANN, J.H.",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MUSC C175D - DIMOND, T.A.",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MUSC C175E - AN, J.Y.",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MUSC C175F - DAVIS, J.D.",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MUSC C175G - CHENG, G.C.",0.875,0.062,NA,NA,NA,0.062,NA,NA,NA,NA,NA,NA,NA
"MUSC C185A - BASS, J.",0.947,0.021,NA,0.011,0.011,0.011,NA,NA,NA,NA,NA,NA,NA
"MUSC C185B - BASS, J.",0.935,0.032,NA,NA,NA,NA,0.032,NA,NA,NA,NA,NA,NA
"MUSC C185C - GONDEK, J.K.",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MUSC C185D - ANDERSON, D.P.",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MUSC C185E - ANDERSON, D.P.",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MUSC C185G - CROSS, T.J.",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MUSC C186A - LENT, J.D.",0.72,0.12,0.16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MUSC C480A - BASS, J.",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MUSC C480E - ANDERSON, D.P.",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MUSC C480G - CROSS, T.J.",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MUSC C485E - AN, J.Y.",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MUSC C485G - CHENG, G.C.",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MUSC M6A - SZABO, S.D.",0.514,0.027,0.378,0.027,0.027,0.027,NA,NA,NA,NA,NA,NA,NA
"MUSC M90T - WINKLE, M.D.",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MUSCLG 125A - UPTON, E.R.",0.519,0.148,0.148,0.074,NA,0.074,0.037,NA,NA,NA,NA,NA,NA
"MUSCLG 126 - REDMOND, S.L.",0.4,0.15,0.35,NA,NA,0.1,NA,NA,NA,NA,NA,NA,NA
"MUSCLG 12W - LE GUIN, E.C.",0.741,0.207,NA,NA,NA,0.017,NA,NA,0.017,NA,NA,NA,0.017
"MUSCLG 191P - GILDART, S.",0.273,0.364,0.364,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MUSCLG 245 - KNAPP, R.L.",0.643,0.143,0.143,0.071,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MUSCLG 7 - REPLOGLE, H.D.",0.573,0.166,0.083,0.044,0.03,0.058,0.011,0.006,0.011,0.006,0.003,NA,0.008
"NEURO 240 - GANDAL, M.J.",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NEURO M202 - DE BIASE, L.M.",0.227,0.045,0.273,0.091,0.045,0.318,NA,NA,NA,NA,NA,NA,NA
"NEUROSC 10 - BABIEC, W.E.",0.258,0.14,0.075,0.183,0.065,0.118,0.032,0.022,0.086,0.022,NA,NA,NA
"NEUROSC 102 - LEBELLE, J.",0.291,0.174,NA,0.134,0.07,0.087,0.07,0.041,0.058,0.041,NA,NA,0.035
"NEUROSC CM123 - COLWELL, C.S.",0.462,0.269,0.077,0.115,0.038,0.038,NA,NA,NA,NA,NA,NA,NA
"NEUROSC M101A - CHANDLER, S.H.",0.174,0.072,0.036,0.174,0.133,0.097,0.113,0.026,0.113,0.021,NA,0.031,0.01
"NEUROSC M135 - BABIEC, W.E.",0.312,0.188,0.188,0.062,0.062,0.125,0.062,NA,NA,NA,NA,NA,NA
"NEUROSC M170 - TRAMO, M.J.",0.6,0.067,0.333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NURSING 10 - SALEM, B.E.",0.451,0.412,0.02,NA,NA,0.098,0.02,NA,NA,NA,NA,NA,NA
"NURSING 150A - PHELPS, L.L.",0.25,0.467,0.033,0.05,0.025,0.167,0.008,NA,NA,NA,NA,NA,NA
"NURSING 152A - DIXON, E.L.",0.222,0.389,0.019,0.037,0.074,0.241,0.019,NA,NA,NA,NA,NA,NA
"NURSING 152B - CARPENTER, C.L.",0.259,0.5,0.037,0.037,NA,0.167,NA,NA,NA,NA,NA,NA,NA
"NURSING 161 - PIETERS, H.C.",0.19,0.286,0.024,0.214,NA,0.286,NA,NA,NA,NA,NA,NA,NA
"NURSING 162C - CUENCA, E.L.",0.119,0.524,NA,0.071,0.071,0.214,NA,NA,NA,NA,NA,NA,NA
"NURSING 174 - DEMMAN, B.L.",0.471,0.207,0.24,0.025,0.008,0.05,NA,NA,NA,NA,NA,NA,NA
"NURSING 200 - CARPENTER, C.L.",0.32,0.361,0.041,0.124,0.052,0.103,NA,NA,NA,NA,NA,NA,NA
"NURSING 204 - WOO, M.A.",0.321,0.34,0.075,0.057,NA,0.208,NA,NA,NA,NA,NA,NA,NA
"NURSING 212 - CHOI, S.E.",0.065,NA,0.935,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NURSING 216C - GAWLINSKI, A.F.",0.244,0.463,0.073,0.049,NA,0.171,NA,NA,NA,NA,NA,NA,NA
"NURSING 220 - VERZEMNIEKS, I.L.",0.37,0.333,0.259,NA,NA,0.037,NA,NA,NA,NA,NA,NA,NA
"NURSING 230A - BATES-JENSEN, B.M.",0.4,0.314,0.1,0.057,0.029,0.086,NA,NA,0.014,NA,NA,NA,NA
"NURSING 231 - AN, D.",0.327,0.173,0.296,0.051,0.02,0.122,NA,NA,0.01,NA,NA,NA,NA
"NURSING 238B - MCGRATH, N.E.",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NURSING 239C - LAZAR, J.",0.171,0.049,0.756,NA,NA,0.024,NA,NA,NA,NA,NA,NA,NA
"NURSING 250 - CHEN, W.",0.394,0.352,0.099,0.042,NA,0.113,NA,NA,NA,NA,NA,NA,NA
"NURSING 269 - CUENCA, E.L.",0.185,0.031,0.785,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NURSING 401 - BUSH, N.",0.118,0.353,0.471,NA,NA,0.059,NA,NA,NA,NA,NA,NA,NA
"NURSING 402 - LAZAR, J.",NA,0.111,0.889,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NURSING 405 - BROWN-SALTZMAN, K.",0.235,0.118,0.588,NA,NA,0.059,NA,NA,NA,NA,NA,NA,NA
"NURSING 438B - FREDRICKSON, J.M.",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NURSING 440 - FREDRICKSON, J.M.",0.214,NA,0.786,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NURSING 462 - CHEN, W.",0.364,0.394,0.106,0.045,NA,0.091,NA,NA,NA,NA,NA,NA,NA
"NURSING 463 - PHELPS, L.L.",0.538,0.154,0.262,0.015,NA,0.031,NA,NA,NA,NA,NA,NA,NA
"NURSING 464 - JACOB, E.",0.212,0.227,0.515,NA,NA,0.045,NA,NA,NA,NA,NA,NA,NA
"NURSING 470B - BUSH, N.",0.867,0.067,0.067,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NURSING 50 - ROBBINS, W.A.",0.356,0.22,0.237,0.068,0.034,0.068,NA,NA,0.017,NA,NA,NA,NA
"NURSING 54B - BATES-JENSEN, B.M.",0.115,0.096,NA,0.173,0.115,0.346,0.077,NA,0.077,NA,NA,NA,NA
"NURSING C155 - MENTES, J.C.",0.294,0.059,0.588,NA,NA,0.059,NA,NA,NA,NA,NA,NA,NA
"NURSING C255 - MENTES, J.C.",0.5,0.1,0.3,NA,NA,NA,NA,NA,0.1,NA,NA,NA,NA
"ORL BIO 212 - LUX, R.",0.312,0.25,0.062,0.25,NA,0.125,NA,NA,NA,NA,NA,NA,NA
"ORL BIO 215A - JEWETT, A.",0.643,0.071,0.286,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PBMED 217 - KIM, G.J.",0.818,NA,0.182,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PHILOS 100A - NORMORE, C.G.",0.184,0.274,0.063,0.168,0.032,0.142,0.047,0.016,0.037,0.016,0.005,NA,0.016
"PHILOS 117 - HSU, A.",0.439,0.171,NA,0.073,0.098,0.146,NA,NA,0.024,0.024,NA,NA,0.024
"PHILOS 130 - SMITH, S.R.",0.185,0.37,NA,0.111,0.074,0.185,0.012,0.012,0.049,NA,NA,NA,NA
"PHILOS 154B - HIERONYMI, P.",0.182,0.182,0.045,0.295,0.091,0.114,0.068,0.023,NA,NA,NA,NA,NA
"PHILOS 167 - SCHAEFFER, L.J.",0.385,0.231,NA,0.077,NA,0.308,NA,NA,NA,NA,NA,NA,NA
"PHILOS 170 - RESCORLA, M.A.",0.109,0.109,NA,0.217,0.109,0.109,0.174,0.065,0.043,NA,NA,0.043,0.022
"PHILOS 177B - JOHNSON, M.C.",0.303,0.152,NA,0.182,0.061,0.242,NA,NA,0.061,NA,NA,NA,NA
"PHILOS 181 - DUPRE, G.G.",0.25,0.292,NA,0.125,0.042,0.208,NA,0.042,0.042,NA,NA,NA,NA
"PHILOS 185 - DUPRE, G.G.",0.207,0.207,NA,0.207,0.034,0.345,NA,NA,NA,NA,NA,NA,NA
"PHILOS 189 - NORMORE, C.G.",0.667,NA,0.333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PHILOS 191 - DOVER, D.J.",0.667,0.222,0.111,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PHILOS 191 - GREENBERG, M.D.",0.125,0.438,0.062,0.188,NA,0.188,NA,NA,NA,NA,NA,NA,NA
"PHILOS 21 - HSU, A.",0.138,0.182,0.006,0.177,0.138,0.232,0.011,0.017,0.083,NA,NA,0.006,0.011
"PHILOS 23 - ARMSTRONG, J.D.",0.095,0.226,NA,0.226,0.088,0.241,0.007,0.022,0.088,0.007,NA,NA,NA
"PHILOS 3 - DEWITT, J.A.",0.168,0.266,NA,0.28,0.077,0.168,0.007,NA,0.028,NA,NA,NA,0.007
"PHILOS 31 - LEVY, S.R.",0.389,0.119,0.063,0.087,0.056,0.119,0.048,0.016,0.079,NA,NA,0.016,0.008
"PHILOS 6 - GALLAGHER, K.J.",0.214,0.333,NA,0.172,0.021,0.229,0.01,NA,0.016,NA,NA,NA,0.005
"PHILOS 7 - GREENBERG, G.J.",0.492,0.27,NA,0.048,0.011,0.148,0.011,0.005,0.011,NA,NA,NA,0.005
"PHILOS C108 - HILTUNEN, A.",0.5,0.281,NA,0.031,NA,0.188,NA,NA,NA,NA,NA,NA,NA
"PHILOS C127A - KAPLAN, D.B.",0.214,0.268,0.018,0.125,0.089,0.25,0.018,NA,0.018,NA,NA,NA,NA
"PHILOS C151B - DEWITT, J.A.",0.212,0.182,NA,0.121,0.03,0.273,0.061,0.03,0.03,0.03,NA,0.03,NA
"PHILOS C156 - SHIFFRIN, S.",0.173,0.25,NA,0.115,0.135,0.288,NA,NA,0.019,NA,NA,NA,0.019
"PHILOS M175 - JOHNSON, M.C.",0.133,0.333,NA,0.067,0.067,0.4,NA,NA,NA,NA,NA,NA,NA
"PHILOS M24 - BAHTINA, D.",0.059,NA,0.765,0.118,NA,NA,NA,NA,0.059,NA,NA,NA,NA
"PHYSCI 107 - FRISCIA, A.R.",0.301,0.111,0.035,0.221,0.102,0.102,0.062,0.018,0.031,0.009,NA,NA,0.009
"PHYSCI 111L - COOPER, R.H.",0.5,0.311,0.068,0.014,NA,0.095,NA,NA,NA,NA,NA,NA,0.014
"PHYSCI 147 - GLANZMAN, D.L.",0.258,0.048,0.032,0.226,0.081,0.081,0.129,0.081,0.032,0.032,NA,NA,NA
"PHYSCI 165 - FRYE, M.A.",0.609,0.156,0.047,NA,NA,0.156,NA,NA,0.016,NA,0.016,NA,NA
"PHYSCI 192 - PHELPS, P.E.",0.929,NA,0.071,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PHYSCI 194A - HASSON, T.W.",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PHYSCI 194A - MCEVOY, M.M.",NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PHYSCI 289B - ROWAT, A.C.",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PHYSCI 5 - ESDIN, J.",0.593,0.184,0.027,0.039,0.021,0.095,0.006,0.003,0.03,NA,NA,NA,0.003
