"CLASS","A","A-","A+","B","B-","B+","C","C-","C+","D","D-","D+","F"
"POL SCI 50 - LOFCHIE, M.F.",0.956,0.018,NA,0.018,0.009,NA,NA,NA,NA,NA,NA,NA,NA
"POL SCI 6 - ROBERTS, T.L.",0.435,0.029,0.275,0.087,0.043,0.014,0.029,0.014,NA,0.014,0.014,NA,0.043
"POL SCI 60 - LOHMANN, S.",0.132,0.075,0.604,0.057,0.019,0.113,NA,NA,NA,NA,NA,NA,NA
"POL SCI M132B - BERENJI, S.",0.483,0.169,0.144,0.059,0.042,0.085,0.008,NA,NA,NA,NA,NA,0.008
"POL SCI M167C - ROSS, M.L.",0.423,0.023,0.3,0.131,0.015,0.077,0.015,NA,NA,0.008,NA,0.008,NA
"POLSH 101C - SKUDSKAIA, E.B.",0.333,NA,0.556,NA,NA,0.111,NA,NA,NA,NA,NA,NA,NA
"PORTGSE 11B - GUERRERO, A.",0.375,0.25,0.25,NA,NA,0.125,NA,NA,NA,NA,NA,NA,NA
"PORTGSE 141C - MARTINS LINO, P.S.",0.368,0.263,0.105,0.105,NA,0.158,NA,NA,NA,NA,NA,NA,NA
"PORTGSE 3 - GUERRERO, A.",0.5,NA,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PORTGSE 46 - BIVONA, K.R.",NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PSYCH 10 - CLARK, C.M.",0.412,0.113,0.339,0.047,0.012,0.043,0.016,NA,0.012,NA,NA,0.004,0.004
"PSYCH 10 - PAQUETTE-SMITH, M",0.293,0.077,0.531,0.029,0.018,0.026,0.007,0.004,0.007,NA,NA,0.004,0.004
"PSYCH 100A - ENDERS, C.K.",0.366,NA,0.523,0.053,NA,0.02,0.015,NA,0.01,0.005,NA,NA,0.008
"PSYCH 100B - ANKOWSKI, A.N.",0.163,0.259,0.036,0.127,0.08,0.223,0.028,0.012,0.06,NA,NA,0.008,0.004
"PSYCH 101 - MCAULIFFE, S.P.",0.111,0.2,0.067,0.044,0.089,0.356,0.067,NA,0.067,NA,NA,NA,NA
"PSYCH 110 - FANSELOW, M.S.",0.297,0.133,0.013,0.203,0.07,0.228,0.013,NA,0.038,NA,NA,NA,0.006
"PSYCH 112E - WIKENHEISER, A.M.",0.053,0.018,0.895,NA,0.035,NA,NA,NA,NA,NA,NA,NA,NA
"PSYCH 115 - BLAIR, H.T.",0.35,0.206,0.056,0.128,0.033,0.139,0.05,0.017,0.006,0.006,NA,NA,0.011
"PSYCH 116 - BLAIR, H.T.",0.227,0.045,0.364,0.136,0.045,0.136,0.045,NA,NA,NA,NA,NA,NA
"PSYCH 116 - BLAIR, H.T. LEC 2",0.211,0.105,0.421,0.105,NA,0.105,0.053,NA,NA,NA,NA,NA,NA
"PSYCH 116 - BLAIR, H.T. LEC 3",0.19,NA,0.381,0.143,NA,0.143,0.095,NA,NA,NA,NA,0.048,NA
"PSYCH 116 - BLAIR, H.T. LEC 4",0.455,0.091,0.318,0.045,NA,0.045,NA,NA,0.045,NA,NA,NA,NA
"PSYCH 116 - BLAIR, H.T. LEC 5",0.435,0.043,0.217,0.13,NA,0.043,0.087,NA,NA,0.043,NA,NA,NA
"PSYCH 116 - BLAIR, H.T. LEC 6",0.286,0.143,0.238,0.143,0.048,0.048,0.048,NA,0.048,NA,NA,NA,NA
"PSYCH 116 - GRISHAM, W.E.",0.232,0.125,0.375,0.071,0.018,0.089,0.036,NA,0.018,NA,0.018,0.018,NA
"PSYCH 118 - BLAISDELL, A.P.",0.304,0.161,0.089,0.143,0.089,0.071,0.036,NA,0.036,NA,0.018,0.036,0.018
"PSYCH 119A - IZQUIERDO EDLER, A",0.405,0.262,NA,0.048,0.071,0.143,NA,NA,0.048,0.024,NA,NA,NA
"PSYCH 119C - PATTERSON, T.K.",0.146,0.22,0.293,0.122,0.049,0.098,0.024,NA,0.024,NA,0.024,NA,NA
"PSYCH 119F - BLAIR, H.T.",0.372,0.209,0.186,0.093,0.023,0.023,0.023,NA,0.023,0.047,NA,NA,NA
"PSYCH 120A - CLARK, C.M.",0.323,0.047,0.572,0.019,0.008,0.023,NA,NA,NA,NA,NA,0.004,0.004
"PSYCH 120B - SHAMS, L.",0.683,0.14,0.07,0.038,0.005,0.043,0.011,0.005,NA,NA,NA,NA,0.005
"PSYCH 121 - CHENG, P.",0.368,0.158,0.053,0.105,0.105,0.211,NA,NA,NA,NA,NA,NA,NA
"PSYCH 121 - CHENG, P. LEC 2",0.333,0.286,0.143,0.095,0.095,0.048,NA,NA,NA,NA,NA,NA,NA
"PSYCH 124C - CASTEL, A.D.",0.238,NA,0.73,0.032,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PSYCH 124J - KELLMAN, P.",0.182,0.5,NA,0.045,0.045,0.227,NA,NA,NA,NA,NA,NA,NA
"PSYCH 126 - MESRI, B.",0.556,0.222,0.074,0.037,NA,0.111,NA,NA,NA,NA,NA,NA,NA
"PSYCH 127A - NG, L.C.",0.18,0.165,0.366,0.072,0.041,0.134,0.015,0.01,0.01,NA,NA,NA,0.005
"PSYCH 127C - LEE, S.S.",0.416,0.13,0.112,0.143,0.043,0.062,0.025,0.025,0.043,NA,NA,NA,NA
"PSYCH 129C - CHAVIRA, D.A.",0.357,0.214,0.214,0.036,0.036,0.143,NA,NA,NA,NA,NA,NA,NA
"PSYCH 130 - GOFF, B.S.",0.167,0.071,0.65,0.026,0.029,0.039,0.003,NA,0.003,0.006,NA,NA,0.006
"PSYCH 131 - CALLAGHAN, B.",0.522,0.13,NA,0.087,0.087,0.174,NA,NA,NA,NA,NA,NA,NA
"PSYCH 131 - SANDHOFER, C.M.",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PSYCH 133F - GIVVIN, K.B.",0.317,0.081,0.452,0.066,0.019,0.039,0.008,NA,0.019,NA,NA,NA,NA
"PSYCH 133G - GREENFIELD, P.M.",0.453,0.042,0.458,0.019,NA,0.028,NA,NA,NA,NA,NA,NA,NA
"PSYCH 134I - GOFF, B.S.",0.429,0.143,0.238,0.048,0.048,0.095,NA,NA,NA,NA,NA,NA,NA
"PSYCH 135 - PARKINSON, C.M.",0.406,0.096,0.403,0.034,0.024,0.027,0.007,NA,0.003,NA,NA,NA,NA
"PSYCH 136A - HASELTON, M.G.",0.5,0.167,0.208,NA,NA,0.125,NA,NA,NA,NA,NA,NA,NA
"PSYCH 136A - SMURDA, J.D.",0.435,0.174,0.043,0.043,NA,0.304,NA,NA,NA,NA,NA,NA,NA
"PSYCH 137C - KARNEY, B.R.",0.293,0.153,0.398,0.055,0.019,0.072,0.002,NA,0.005,NA,NA,0.002,NA
"PSYCH 137J - SMURDA, J.D.",0.469,0.163,0.071,0.133,0.02,0.082,0.02,NA,0.02,0.01,NA,NA,0.01
"PSYCH 15 - SHIRINYAN, D.",0.244,0.163,0.07,0.128,0.081,0.093,0.093,NA,0.07,0.023,NA,0.012,0.023
"PSYCH 150 - TOMIYAMA, J.",0.162,0.048,0.715,0.017,0.003,0.048,NA,NA,0.007,NA,NA,NA,NA
"PSYCH 151 - DUNKEL SCHETTER, C",0.52,0.12,0.12,NA,NA,0.24,NA,NA,NA,NA,NA,NA,NA
"PSYCH 162 - RAY, L.A.",0.081,0.016,0.89,0.003,0.003,0.008,NA,NA,NA,NA,NA,NA,NA
"PSYCH 186A - LU, H.",0.458,0.125,0.25,0.042,NA,0.083,0.042,NA,NA,NA,NA,NA,NA
"PSYCH 186B - LIU, Z.",0.5,0.2,NA,NA,0.1,0.2,NA,NA,NA,NA,NA,NA,NA
"PSYCH 188B - BRANNON, T.N.",0.49,NA,0.431,0.02,NA,0.039,0.02,NA,NA,NA,NA,NA,NA
"PSYCH 189 - BRANNON, T.N.",NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PSYCH 189 - NG, L.C.",0.083,0.083,0.75,0.083,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PSYCH 189 - TOMIYAMA, J.",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PSYCH 191CH - LIEBERMAN, M.D.",NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PSYCH 20A - MANSOLF, M.A.",0.025,0.025,0.924,NA,NA,0.013,0.013,NA,NA,NA,NA,NA,NA
"PSYCH 20B - CARRIGAN, S.B.",0.789,0.053,0.105,NA,NA,0.053,NA,NA,NA,NA,NA,NA,NA
"PSYCH 20B - FRANE, A.V.",0.545,NA,0.364,NA,0.091,NA,NA,NA,NA,NA,NA,NA,NA
"PSYCH 225 - EISENBERGER, N.I.",0.818,NA,0.182,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PSYCH 246 - SILVERS, J.A.",0.4,0.133,0.467,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PSYCH 250C - MONTOYA, A.K.",0.581,0.065,0.355,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PSYCH 256A - ENDERS, C.K.",0.762,NA,0.19,NA,NA,0.048,NA,NA,NA,NA,NA,NA,NA
"PSYCH 273C - TUOHY, D.",0.75,NA,0.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PSYCH 30 - MCAULIFFE, S.P.",0.5,0.214,0.214,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.071
"PSYCH 401 - YEE-BRADBURY, C.M.",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PSYCH 85 - BLANK, I.",0.558,NA,0.126,0.053,NA,0.232,0.011,NA,0.021,NA,NA,NA,NA
"PSYCH 85 - CARRIGAN, S.B.",0.407,0.204,0.037,0.148,0.019,0.093,NA,NA,0.093,NA,NA,NA,NA
"PSYCH M119L - ZAIDEL, D.",0.378,NA,0.568,NA,NA,0.054,NA,NA,NA,NA,NA,NA,NA
"PSYCH M149 - CARTMILL, E.A.",0.5,0.286,0.143,0.071,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PSYCH M166 - EVANS, C.J.",0.679,0.143,0.143,NA,NA,0.036,NA,NA,NA,NA,NA,NA,NA
"PSYCH M174 - MAYS, V.M.",0.525,0.085,0.22,0.051,NA,0.068,0.034,0.017,NA,NA,NA,NA,NA
"PSYCTRY 79 - KORB, A.",0.271,0.121,0.425,0.051,0.023,0.07,0.009,0.009,0.009,NA,0.005,NA,0.005
"PUB AFF 10 - RITTERBUSCH, A.E.",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PUB AFF 112 - LIN, M.H.",0.87,0.056,0.074,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PUB AFF 136 - ROWE, B.T.",0.915,0.037,NA,0.037,NA,0.012,NA,NA,NA,NA,NA,NA,NA
"PUB AFF 140 - ARMENTA, A.",0.773,0.136,0.091,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PUB AFF 148 - KAUFMANN, K.M.",0.629,0.086,0.114,0.143,NA,0.029,NA,NA,NA,NA,NA,NA,NA
"PUB AFF 165 - ZIPPERSTEIN, S.E.",0.569,0.208,0.069,0.056,NA,0.097,NA,NA,NA,NA,NA,NA,NA
"PUB AFF 172 - LEVY, B.D.",0.222,0.444,NA,0.056,0.111,0.167,NA,NA,NA,NA,NA,NA,NA
"PUB AFF 191A - KUO, A.A.",0.25,0.025,0.625,NA,0.075,0.025,NA,NA,NA,NA,NA,NA,NA
"PUB AFF 30 - CHRISTENSEN, D.E.",0.595,0.162,0.153,0.027,0.009,0.036,0.018,NA,NA,NA,NA,NA,NA
"PUB AFF 50 - SEGURA, G.M.",0.477,0.225,0.144,0.036,NA,0.108,0.009,NA,NA,NA,NA,NA,NA
"PUB AFF 60 - CSAPO, M.",0.452,0.068,0.356,0.055,0.014,NA,0.041,NA,NA,NA,NA,0.014,NA
"PUB AFF 70 - MANVILLE, M.K.",0.882,0.042,NA,NA,NA,0.059,NA,0.008,NA,NA,NA,NA,0.008
"PUB AFF M159 - HERRERA, V.",0.419,0.323,NA,0.032,0.032,0.161,NA,0.032,NA,NA,NA,NA,NA
"PUB HLT 10 - KIM-FARLEY, R.J.",0.69,0.119,0.119,0.024,NA,0.048,NA,NA,NA,NA,NA,NA,NA
"PUB HLT 150 - HSU, P.T.",0.588,0.216,0.031,0.026,0.026,0.088,0.005,0.01,0.005,NA,NA,NA,0.005
"PUB PLC 206 - DESHAZO, J.",0.5,0.242,0.145,0.032,0.032,0.048,NA,NA,NA,NA,NA,NA,NA
"PUB PLC 210 - STOLL, M.A.",0.262,0.554,0.015,0.031,0.031,0.092,NA,NA,NA,NA,NA,NA,0.015
"PUB PLC 251 - DENNIS, C.M.",0.4,0.3,0.25,NA,NA,0.05,NA,NA,NA,NA,NA,NA,NA
"PUB PLC 291A - CHRISTENSEN, D.E.",0.281,0.062,0.625,NA,NA,0.031,NA,NA,NA,NA,NA,NA,NA
"PUB PLC 291A - KATZ, A.B.",0.389,0.556,NA,NA,NA,0.056,NA,NA,NA,NA,NA,NA,NA
"PUB PLC 291A - WEISBURST, E.K.",0.4,0.3,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PUB PLC 291A - ZIPPERSTEIN, S.E.",0.706,0.294,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PUB PLC 298C - AKEE, R.K.",0.733,0.267,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PUB PLC 298C - PETERSON, M.A.",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PUB PLC 298C - SHAH, M.",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PUB PLC 298C - YIN, W.E.",0.938,0.062,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PUB PLC C291B - LEON, K.A.",0.727,NA,0.273,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PUB PLC C291B - STEINERT-THRELKELD",0.429,0.286,NA,NA,NA,0.143,0.143,NA,NA,NA,NA,NA,NA
"PUB PLC CM191B - LEON, K.A.",0.412,0.059,0.529,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PUB PLC M228 - PARENT, W.B.",0.8,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RELIGN 101 - PREGILL, M.E.",0.375,0.225,0.275,0.025,0.05,0.05,NA,NA,NA,NA,NA,NA,NA
"RELIGN 150 - MULDOON-HULES, K.",0.36,0.44,0.04,NA,NA,0.16,NA,NA,NA,NA,NA,NA,NA
"RELIGN 177 - MARTIN, E.E.",0.611,NA,0.333,NA,NA,0.056,NA,NA,NA,NA,NA,NA,NA
"RELIGN 187SL - MARTIN, E.E.",0.526,0.158,0.316,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RELIGN M105C - SAIEDI, N.",0.76,0.24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RELIGN M115 - YARBROUGH, L.B.",0.364,0.03,0.182,0.091,0.091,0.121,0.03,0.03,NA,NA,NA,NA,0.061
"RELIGN M132 - COONEY, K.M.",0.476,0.206,0.127,0.048,0.016,0.095,0.016,0.016,NA,NA,NA,NA,NA
"RELIGN M133 - PREGILL, M.E.",0.615,NA,0.077,0.077,0.077,0.154,NA,NA,NA,NA,NA,NA,NA
"RELIGN M142C - JOSEPH, S.J.",0.756,0.111,0.089,0.044,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RELIGN M60W - HAYES, M.R.",0.722,0.222,NA,0.056,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RUSSN 101C - KRESIN, S.C.",0.875,0.125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RUSSN 102C - KUDYMA, A.",0.643,0.286,NA,NA,NA,NA,NA,NA,0.071,NA,NA,NA,NA
"RUSSN 108 - KUDYMA, A.",0.364,0.091,0.455,NA,NA,NA,0.091,NA,NA,NA,NA,NA,NA
"RUSSN 120 - RIGGS, J.T.",0.444,0.111,0.167,0.056,0.056,0.056,0.056,NA,0.056,NA,NA,NA,NA
"RUSSN 3 - KUDYMA, A.",0.4,0.1,0.2,0.2,NA,0.1,NA,NA,NA,NA,NA,NA,NA
"RUSSN 3 - KUDYMA, A. LEC 2",0.5,0.143,0.286,NA,NA,NA,NA,NA,0.071,NA,NA,NA,NA
"RUSSN 3 - KUDYMA, A. LEC 3",0.3,0.3,0.1,0.1,NA,0.1,NA,0.1,NA,NA,NA,NA,NA
"RUSSN 6 - KUDYMA, A.",0.4,0.1,0.1,0.1,NA,NA,NA,NA,0.2,0.1,NA,NA,NA
"RUSSN 90A - PILSHCHIKOV, I.",0.128,0.035,0.779,0.023,NA,0.023,NA,NA,NA,NA,NA,NA,0.012
"RUSSN C124C - FURMAN, Y.",0.471,0.412,NA,NA,0.059,0.059,NA,NA,NA,NA,NA,NA,NA
"SCAND 133C - TANGHERLINI, T.R.",0.882,NA,0.118,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SCAND 147A - BALL, K.A.",0.351,0.162,0.243,0.054,0.027,0.081,0.054,NA,NA,NA,NA,NA,0.027
"SCAND 3 - KARLSSON, E.J.",0.429,0.286,NA,0.143,0.143,NA,NA,NA,NA,NA,NA,NA,NA
"SCAND 50 - WEN, P.J.",0.976,NA,0.024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SCAND 50W - WEN, P.J.",0.561,0.053,0.298,0.035,NA,0.053,NA,NA,NA,NA,NA,NA,NA
"SCAND C163B - LUNDE, A.O.",NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SCAND C166A - LUNDE, A.O.",NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SCAND C180 - BALL, K.A.",0.35,0.2,0.25,0.05,0.05,0.05,NA,NA,0.05,NA,NA,NA,NA
"SEASIAN 170C - PAREDES, O.",0.52,0.16,0.28,NA,NA,0.04,NA,NA,NA,NA,NA,NA,NA
"SEASIAN 70 - DUTTON, G.E.",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SEASIAN M20 - SMOAK, J.D.",0.68,0.12,0.04,0.04,0.08,NA,NA,NA,NA,NA,NA,NA,0.04
"SEMITIC 215B - BONESHO, C.E.",0.833,NA,0.167,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SLAVC 90 - KOROPECKYJ, R.",0.28,0.32,NA,0.08,0.08,0.12,0.08,NA,0.04,NA,NA,NA,NA
"SLAVC M20 - SMOAK, J.D.",0.682,0.091,0.045,0.045,0.045,NA,0.091,NA,NA,NA,NA,NA,NA
"SOC GEN 102 - RENSEL, M.A.",0.121,0.016,0.842,0.016,NA,NA,0.005,NA,NA,NA,NA,NA,NA
"SOC GEN 108 - KELTY, C.M.",0.786,NA,0.2,NA,NA,0.014,NA,NA,NA,NA,NA,NA,NA
"SOC GEN 141 - ALLARD, P.",0.458,0.021,0.5,NA,NA,0.021,NA,NA,NA,NA,NA,NA,NA
"SOC GEN 163 - DASGUPTA, K.",0.316,NA,0.632,NA,NA,0.053,NA,NA,NA,NA,NA,NA,NA
"SOC GEN 164 - GARRISON, N.A.",0.611,0.278,0.056,NA,NA,0.056,NA,NA,NA,NA,NA,NA,NA
"SOC GEN 180 - ALLARD, P.",0.36,0.2,0.28,NA,0.04,0.08,NA,NA,NA,NA,NA,0.04,NA
"SOC GEN 195CE - KELTY, C.M.",0.714,0.214,NA,0.071,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SOC GEN 5 - KELTY, C.M.",0.608,0.136,0.148,0.045,NA,0.034,0.006,0.006,0.011,NA,NA,NA,0.006
"SOC GEN 85 - VENKAT, B.J.",0.905,0.048,NA,NA,NA,NA,0.048,NA,NA,NA,NA,NA,NA
"SOC GEN 89 - KELTY, C.M.",0.889,0.056,NA,NA,0.056,NA,NA,NA,NA,NA,NA,NA,NA
"SOC GEN M133 - BARGHEER, S.",0.568,0.318,NA,0.023,NA,0.068,NA,NA,NA,0.023,NA,NA,NA
"SOC SC 410 - APTER, A.",0.476,NA,0.524,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SOC SC 420 - DERBY, L.",0.619,0.19,0.19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SOC WLF 202A - BRINDERSON, L.A.",0.388,0.062,0.55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SOC WLF 203C - GEIGER, J.L.",0.87,NA,0.13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SOC WLF 210C - COOPER, K.",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SOC WLF 210C - HUR, T.",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SOC WLF 210C - MOIO, J.A.",0.36,NA,0.64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SOC WLF 210C - TAREN, J.E.",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SOC WLF 213B - FRANKE, T.M.",0.873,0.063,NA,0.038,NA,0.013,0.013,NA,NA,NA,NA,NA,NA
"SOC WLF 214B - BROWNING, P.L.",0.87,0.13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SOC WLF 214B - COOPER, K.",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SOC WLF 214B - TORRES-GIL, F.M.",0.786,0.036,0.143,0.036,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SOC WLF 231E - PALENCIA, H.",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SOC WLF 231P - JORGE, J.S.",NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SOC WLF 232 - HOLLOWAY, I.W.",0.605,0.105,0.289,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SOC WLF 242 - SANTOS, C.E.",NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SOC WLF 251A - LEVY, B.",0.409,0.182,0.409,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SOC WLF 252 - ROY, A.",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SOC WLF 260C - LEVY-STORMS, L.F.",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SOC WLF 260C - RITTERBUSCH, A.E.",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SOC WLF 260C - WRAY-LAKE, L.",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SOC WLF 290G - COHEN, D.",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SOC WLF 401C - BRINDERSON, L.A.",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SOC WLF 401C - DUNHAM, L.R.",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SOC WLF 401C - HUR, T.",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SOC WLF 401C - PALENCIA, H.",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SOC WLF 402C - BRINDERSON, L.A.",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SOC WLF 402C - HUR, T.",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SOC WLF 402C - PALENCIA, H.",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SOC WLF M290K - ABRAMS, L.S.",0.174,0.174,0.652,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SOCIOL 1 - ROSSMAN, G.",0.793,0.102,NA,0.016,0.022,0.032,0.016,0.013,0.003,NA,NA,0.003,NA
"SOCIOL 101 - AYALA, C.J.",0.065,0.272,0.022,0.141,0.12,0.174,0.043,0.022,0.109,NA,0.011,0.011,0.011
"SOCIOL 101 - JEPSON, M.C.",0.155,0.109,NA,0.326,0.093,0.132,0.093,0.008,0.07,NA,NA,NA,0.016
"SOCIOL 102 - GUHIN, J.J.",0.368,0.043,0.521,0.011,0.007,0.046,NA,NA,NA,NA,NA,NA,0.004
"SOCIOL 111 - FOSTER, J.G.",0.676,0.116,0.033,0.058,0.029,0.065,0.011,NA,0.011,NA,NA,NA,NA
"SOCIOL 123 - EMIGH, R.J.",0.304,0.165,NA,0.243,0.052,0.183,0.035,NA,NA,0.009,0.009,NA,NA
"SOCIOL 134 - KIM, M.K.",0.872,0.038,NA,0.038,0.008,0.023,NA,0.008,NA,NA,NA,NA,0.015
"SOCIOL 147A - ROSSMAN, G.",0.386,0.159,0.262,0.076,NA,0.097,0.007,NA,NA,0.007,NA,NA,0.007
"SOCIOL 152 - HERNANDEZ-LEON, R ",0.134,0.206,0.278,0.144,0.082,0.041,0.041,0.041,0.01,NA,NA,NA,0.021
"SOCIOL 156 - CALDERON-ZAKS, M.A",0.007,NA,0.966,0.013,0.007,NA,NA,NA,0.007,NA,NA,NA,NA
"SOCIOL 170 - ROSSMAN, G. ",0.401,0.309,0.067,0.063,0.022,0.093,0.011,0.004,0.007,NA,NA,NA,0.022
"SOCIOL 172 - ROSSMAN, G. ",0.592,0.042,0.366,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SOCIOL 189 - EMIGH, R.J.",0.333,0.333,NA,NA,NA,0.333,NA,NA,NA,NA,NA,NA,NA
"SOCIOL 189 - GUHIN, J.J.",NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SOCIOL 189 - TIMMERMANS, S. ",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SOCIOL 191H - BEREND, Z.",0.95,NA,0.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SOCIOL 191P - KLIGMAN, G.",0.2,0.6,NA,NA,NA,0.2,NA,NA,NA,NA,NA,NA,NA
"SOCIOL 191V - COLLETT, J.L. ",0.6,0.1,0.15,NA,NA,0.05,0.1,NA,NA,NA,NA,NA,NA
"SOCIOL 191V - DORCHIN, U. ",0.829,0.143,NA,NA,0.029,NA,NA,NA,NA,NA,NA,NA,NA
"SOCIOL 191V - LANDECKER, H.L. ",0.929,0.071,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SOCIOL 195CE - ROSSMAN, G. 3",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SOCIOL 198C - BEREND, Z.",0.727,NA,0.182,NA,NA,0.091,NA,NA,NA,NA,NA,NA,NA
"SOCIOL 20 - GADDIS, S.M.",0.161,0.087,0.577,0.067,0.027,0.027,0.02,NA,0.02,NA,NA,NA,0.013
"SOCIOL 203 - SAGUY, A.C.",0.75,NA,0.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SOCIOL 208A - FOSTER, J.G.",0.364,NA,0.636,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SOCIOL 211B - HARRIS, K.K.",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SOCIOL 217C - TIMMERMANS, S.",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SOCIOL 240 - GUHIN, J.J.",NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SOCIOL 89 - GADDIS, S.M.",NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SOCIOL CM125 - CLAYMAN, S.E.",0.34,0.23,0.03,0.15,0.02,0.19,NA,0.01,0.03,NA,NA,NA,NA
"SOCIOL M115 - BARGHEER, S.",0.533,0.333,NA,0.022,0.022,0.089,NA,NA,NA,NA,NA,NA,NA
