"CLASS","A+","A","A-","B+","B","B-","C+","C","C-","D+","D","D-","F"
"POL SCI 114A - TROJAN, C.",0.009,0.303,0.119,0.092,0.202,0.073,0.037,0.046,0.046,NA,NA,0.009,0.028
"POL SCI 118 - PAGDEN, A.R.",NA,0.357,0.214,0.196,0.107,0.107,NA,NA,NA,NA,NA,NA,NA
"POL SCI 119 - BRANSTETTER, J.G.",0.243,NA,0.757,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"POL SCI 120B - CHATTERJEE, S.",NA,0.193,0.174,0.083,0.294,0.092,0.055,0.028,0.018,0.009,NA,0.009,0.009
"POL SCI 120B - DESVEAUX, J.A.",0.125,0.438,0.25,0.125,0.062,NA,NA,NA,NA,NA,NA,NA,NA
"POL SCI 135 - WILKINSON, D.O.",0.81,0.063,0.016,0.048,NA,0.016,0.016,NA,NA,NA,NA,NA,NA
"POL SCI 139 - BEN-EPHRAIM, S.M.",0.105,0.193,0.254,0.105,0.149,0.175,0.009,0.009,NA,NA,NA,NA,NA
"POL SCI 139 - BERENJI, S.",0.008,0.2,0.176,0.184,0.24,0.096,0.024,0.04,NA,0.016,NA,0.008,NA
"POL SCI 140B - JAMES, S.C.",0.036,0.27,0.09,0.126,0.261,0.09,0.036,0.045,0.018,0.009,NA,NA,NA
"POL SCI 141E - DESVEAUX, J.A.",NA,0.429,0.429,0.143,NA,NA,NA,NA,NA,NA,NA,NA,NA
"POL SCI 141E - PERIS, W.E.",NA,0.356,0.254,0.195,0.127,0.042,NA,0.017,0.008,NA,NA,NA,NA
"POL SCI 142A - ZALLER, J.R.",0.028,0.785,0.083,0.038,0.021,0.007,0.003,0.014,NA,0.007,0.003,NA,0.003
"POL SCI 143C - YOKLEY, L.F.",0.418,0.445,0.058,0.024,0.027,NA,0.003,0.01,NA,0.007,0.003,NA,NA
"POL SCI 145B - LEBOW, C.C.",0.145,0.193,0.12,0.108,0.06,0.096,0.06,0.048,0.024,NA,0.012,NA,0.06
"POL SCI 151A - FAROLE, S.A.",0.264,0.289,0.198,0.099,0.058,0.008,NA,0.05,0.033,NA,NA,NA,NA
"POL SCI 179 - PEREZ, E.O.",0.01,0.309,0.247,0.196,0.134,0.052,0.021,NA,0.01,NA,0.01,NA,NA
"POL SCI 186 - MASUOKA, N.R.",0.018,0.319,0.23,0.08,0.195,0.071,0.044,0.009,0.018,NA,NA,NA,0.009
"POL SCI 191C - ANDERSON, R.D.",0.133,0.8,NA,NA,0.067,NA,NA,NA,NA,NA,NA,NA,NA
"POL SCI 195CE - TAUSANOVITCH, C.N.",0.05,0.725,0.15,0.05,NA,NA,NA,NA,NA,NA,NA,NA,NA
"POL SCI 20 - MIN, E.A.",0.077,0.299,0.179,0.107,0.107,0.081,0.056,0.026,0.03,0.004,0.004,0.009,0.013
"POL SCI 200A - CHWE, M.S.",NA,0.8,0.16,0.04,NA,NA,NA,NA,NA,NA,NA,NA,NA
"POL SCI 200E - BLAIR, G.D.",0.167,0.278,0.333,0.111,0.056,NA,NA,NA,NA,NA,NA,NA,NA
"POL SCI 210A - PAGDEN, A.R.",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"POL SCI 220A - STEIN, A.A.",0.182,0.545,0.273,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"POL SCI 240A - BLAIR, G.D.",NA,0.154,0.769,0.077,NA,NA,NA,NA,NA,NA,NA,NA,NA
"POL SCI 289A - PEREZ, E.O.",NA,0.429,0.429,0.143,NA,NA,NA,NA,NA,NA,NA,NA,NA
"POL SCI 292A - YOKLEY, L.F.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"POL SCI 40 - SCHWARTZ, T.",0.155,0.416,0.083,0.091,0.1,0.028,0.019,0.033,0.011,0.008,0.017,0.006,0.006
"POL SCI 495 - GUTIERREZ, A.E.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"POL SCI 50 - THIES, M.F.",0.018,0.195,0.113,0.136,0.154,0.113,0.072,0.118,0.036,0.009,0.005,NA,0.014
"POL SCI M181B - BARRETO, M.A.",0.106,0.211,0.252,0.114,0.203,0.065,0.024,0.008,0.008,NA,NA,NA,0.008
"POL SCI M191DC - DESVEAUX, J.A.",NA,0.458,0.292,0.25,NA,NA,NA,NA,NA,NA,NA,NA,NA
"POL SCI M195DC - DESVEAUX, J.A.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"POLSH 101A - SKUDSKAIA, E.B.",0.692,0.077,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PORTGSE 1 - FALCE-ROBINSON, J.",0.476,0.333,NA,0.048,NA,NA,NA,NA,NA,0.048,NA,NA,NA
"PORTGSE 11A - DE PAULA SANTOS, A",0.091,NA,0.364,0.091,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PORTGSE 141A - BIVONA, K.R.",0.765,0.118,NA,0.059,NA,NA,NA,NA,0.059,NA,NA,NA,NA
"PORTGSE 46 - BIVONA, K.R.",0.911,0.089,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PORTGSE M35 - MATEU, V.",0.3,0.2,NA,0.2,0.1,0.1,NA,NA,NA,NA,NA,NA,NA
"PSYCH 10 - CLARK, C.M.",0.05,0.197,0.144,0.138,0.15,0.082,0.078,0.05,0.022,0.019,0.022,0.016,0.016
"PSYCH 10 - PAQUETTE-SMITH, M.",0.052,0.237,0.176,0.149,0.122,0.076,0.052,0.052,0.021,0.024,0.003,0.018,0.012
"PSYCH 100A - DU, H.",0.172,0.579,NA,0.07,0.117,NA,0.018,0.022,NA,NA,0.015,NA,0.007
"PSYCH 100A - MONTOYA, A.K.",0.173,0.24,0.151,0.122,0.1,0.074,0.044,0.033,0.03,NA,0.022,NA,0.011
"PSYCH 100B - FIRSTENBERG, I.",0.008,0.12,0.088,0.133,0.234,0.136,0.128,0.128,0.011,0.003,NA,NA,0.011
"PSYCH 101 - MCAULIFFE, S.P.",NA,0.14,0.07,0.163,0.209,0.163,0.093,0.163,NA,NA,NA,NA,NA
"PSYCH 110 - WIKENHEISER, A.M.",0.05,0.427,0.004,0.126,0.195,0.008,0.069,0.092,NA,0.011,0.015,NA,NA
"PSYCH 112B - FANSELOW, M.S.",0.027,0.438,0.137,0.096,0.151,0.041,0.068,0.041,NA,NA,NA,NA,NA
"PSYCH 115 - SCHEIN, S.",0.035,0.236,0.091,0.102,0.157,0.11,0.075,0.13,0.008,NA,0.024,NA,0.016
"PSYCH 116 - GRISHAM, W.E.",0.364,0.227,0.091,0.136,NA,0.091,NA,NA,NA,NA,0.045,NA,NA
"PSYCH 116 - GRISHAM, W.E. LEC 2",0.19,0.19,0.143,0.048,0.143,0.048,0.048,0.095,0.048,0.048,NA,NA,NA
"PSYCH 116 - GRISHAM, W.E. LEC 3",0.565,0.174,0.043,0.043,NA,NA,0.087,NA,NA,0.043,0.043,NA,NA
"PSYCH 116 - GRISHAM, W.E. LEC 4",0.381,0.143,0.143,0.095,0.095,NA,0.095,NA,NA,NA,NA,NA,0.048
"PSYCH 116 - GRISHAM, W.E. LEC 5",0.333,0.167,0.111,0.111,0.056,NA,0.111,0.056,NA,NA,NA,NA,NA
"PSYCH 116 - GRISHAM, W.E. LEC 6",0.333,0.208,0.042,0.125,0.125,0.125,NA,0.042,NA,NA,NA,NA,NA
"PSYCH 118 - BLAISDELL, A.P.",0.01,0.105,0.133,0.105,0.171,0.095,0.038,0.114,0.152,0.01,0.01,NA,0.01
"PSYCH 119I - ZAIDEL, D.",0.286,0.449,0.041,0.122,0.082,0.02,NA,NA,NA,NA,NA,NA,NA
"PSYCH 119M - KENNEDY, P.J.",0.103,0.276,0.172,0.069,0.138,0.103,0.034,0.069,NA,NA,0.034,NA,NA
"PSYCH 119Y - WONG, J.",0.243,0.34,0.125,0.104,0.097,0.021,0.035,0.007,NA,0.014,NA,NA,0.007
"PSYCH 120A - CLARK, C.M.",0.142,0.334,0.17,0.136,0.114,0.028,0.019,0.025,0.009,NA,0.009,0.003,NA
"PSYCH 120B - SHAMS, L.",0.022,0.191,0.082,0.137,0.208,0.126,0.066,0.049,0.033,0.011,0.033,0.022,0.011
"PSYCH 121 - CHENG, P.",0.143,0.214,0.393,0.214,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PSYCH 121 - MCAULIFFE, S.P.",0.087,0.261,0.13,0.304,0.13,0.087,NA,NA,NA,NA,NA,NA,NA
"PSYCH 124K - RISSMAN, J.A.",0.308,0.462,0.154,0.038,0.038,NA,NA,NA,NA,NA,NA,NA,NA
"PSYCH 127A - CHAVIRA, D.A.",0.038,0.15,0.197,0.127,0.197,0.103,0.094,0.042,0.019,0.009,0.014,NA,0.005
"PSYCH 130 - GOFF, B.S.",0.236,0.324,0.172,0.118,0.084,0.03,0.007,0.014,0.003,0.003,NA,NA,0.003
"PSYCH 131 - GOFF, B.S.",0.103,0.828,0.069,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PSYCH 131 - SANDHOFER, C.M.",NA,0.917,0.083,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PSYCH 132B - ADELMAN, H.S.",NA,0.571,0.286,0.036,0.036,NA,NA,0.036,NA,NA,NA,NA,0.036
"PSYCH 133C - ANKOWSKI, A.N.",0.009,0.333,0.183,0.066,0.207,0.07,0.028,0.07,0.023,NA,NA,NA,0.009
"PSYCH 133E - JOHNSON, S.P.",0.229,0.55,0.108,0.048,0.022,NA,0.013,0.013,0.013,NA,NA,NA,0.004
"PSYCH 134A - GROSS, E.F.",0.1,0.733,0.133,0.033,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PSYCH 134D - GROSS, E.F.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PSYCH 135 - LIEBERMAN, M.D.",0.072,0.305,0.167,0.092,0.17,0.063,0.049,0.06,0.011,NA,0.009,NA,NA
"PSYCH 136A - EISENBERGER, N.I.",0.038,0.615,0.154,0.077,0.077,0.038,NA,NA,NA,NA,NA,NA,NA
"PSYCH 137I - SMURDA, J.D.",0.039,0.181,0.157,0.15,0.157,0.11,0.047,0.087,0.024,0.008,0.016,NA,NA
"PSYCH 15 - WONG, J.",0.078,0.138,0.097,0.086,0.127,0.097,0.06,0.116,0.041,0.007,0.004,0.007,0.052
"PSYCH 150 - ROBLES, T.F.",0.133,0.223,0.236,0.107,0.082,0.094,0.03,0.039,0.021,0.009,NA,0.009,0.009
"PSYCH 186B - LIU, Z.",0.05,0.15,0.1,0.25,0.2,0.15,NA,NA,NA,NA,NA,NA,0.05
"PSYCH 186D - MONTI, M.M.",0.292,0.5,0.208,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PSYCH 188B - BLANK, I.",0.372,0.349,NA,0.093,0.14,NA,NA,0.023,NA,0.023,NA,NA,NA
"PSYCH 189 - SCHEIN, S.",NA,0.938,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PSYCH 189 - SCHEIN, S. LEC 2",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PSYCH 19 - CASTEL, A.D.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PSYCH 19 - PAQUETTE-SMITH, M.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PSYCH 191AH - LIEBERMAN, M.D.",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PSYCH 195B - KNOWLTON, B.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PSYCH 196A - TOMIYAMA, J.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PSYCH 205A - BUONOMANO, D.",0.364,0.545,0.091,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PSYCH 20A - MANSOLF, M.A.",0.419,0.452,0.032,0.032,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PSYCH 212 - BLAIR, H.T.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PSYCH 215A - ROBLES, T.F.",NA,0.714,0.286,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PSYCH 219 - TOMIYAMA, J.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PSYCH 220A - KARNEY, B.R.",NA,0.579,0.158,0.053,0.211,NA,NA,NA,NA,NA,NA,NA,NA
"PSYCH 226A - PARKINSON, C.M.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PSYCH 241 - GREENFIELD, P.M.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PSYCH 249 - DU, H.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PSYCH 250A - REISE, S.P.",0.308,0.282,0.231,0.128,0.051,NA,NA,NA,NA,NA,NA,NA,NA
"PSYCH 260A - CHENG, P.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PSYCH 262 - BJORK, R.A.",0.118,0.412,0.235,0.235,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PSYCH 265 - MONTI, M.M.",0.25,0.7,0.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PSYCH 271G - CHORPITA, B.F.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PSYCH 273A - TUOHY, D.",0.25,0.583,0.167,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PSYCH 295 - CHUNG, A.S.",NA,0.812,0.125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PSYCH 297 - GALVAN, A.",0.231,0.692,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PSYCH 375 - CLARK, C.M.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PSYCH 375 - FIRSTENBERG, I.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PSYCH 375 - PAQUETTE-SMITH, M.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PSYCH 401 - YEE-BRADBURY, C.M.",NA,0.955,0.045,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PSYCH 495A - PAQUETTE-SMITH, M.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PSYCH 495B - PAQUETTE-SMITH, M.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PSYCH 495B - PAQUETTE-SMITH, M. LEC 2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PSYCH 85 - KELLMAN, P.",NA,0.292,0.062,0.167,0.146,0.042,0.125,0.146,0.021,NA,NA,NA,NA
"PSYCH M117A - CHANDLER, S.H.",NA,0.231,NA,NA,0.231,0.154,0.077,0.077,0.077,NA,0.154,NA,NA
"PSYCH M257 - BENTLER, P.M.",0.071,0.357,0.286,0.143,0.071,NA,NA,NA,NA,NA,NA,NA,NA
"PSYCTRY 79 - KORB, A.",0.117,0.32,0.233,0.107,0.117,0.049,0.01,0.024,NA,NA,NA,0.005,0.005
"PSYCTRY 99 - SUBOTNIK, K.L.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PUB AFF 10 - STOLL, M.A.",0.008,0.18,0.353,0.18,0.173,0.068,0.03,NA,0.008,NA,NA,NA,NA
"PUB AFF 110 - COVINGTON, K.L.",0.179,0.393,0.214,0.089,0.071,NA,0.018,0.018,NA,NA,NA,NA,0.018
"PUB AFF 116 - ARMENTA, A.",0.557,0.299,0.062,0.052,NA,0.01,NA,NA,NA,NA,NA,NA,0.01
"PUB AFF 120 - KAUFMANN, K.M.",0.029,0.6,0.171,0.057,0.114,0.029,NA,NA,NA,NA,NA,NA,NA
"PUB AFF 191A - DESVEAUX, J.A.",NA,0.583,0.167,0.25,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PUB AFF 191A - LEON, K.A.",0.164,0.384,0.137,0.096,0.137,0.014,0.027,0.014,NA,NA,NA,0.014,NA
"PUB AFF 60 - PHILLIPS, M.",0.079,0.48,0.165,0.063,0.087,0.071,0.024,0.031,NA,NA,NA,NA,NA
"PUB AFF 80 - HOLLOWAY, I.W.",0.713,0.101,0.085,0.031,0.039,0.008,0.008,0.008,0.008,NA,NA,NA,NA
"PUB AFF M109 - GIOTTONINI BADILLA",0.229,0.26,0.135,0.115,0.083,0.021,0.031,0.031,0.01,0.01,0.01,NA,0.01
"PUB AFF M160 - TURNER, V.K.",0.069,0.138,0.207,0.379,0.103,NA,0.069,NA,0.034,NA,NA,NA,NA
"PUB HLT 150 - DETELS, R.",0.009,0.066,NA,0.03,0.637,0.111,NA,0.126,0.015,NA,NA,NA,0.003
"PUB HLT 19 - KIM-FARLEY, R.J.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PUB HLT 200A - COLE, B.L.",0.03,0.864,0.106,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PUB HLT 200A - COLE, B.L. LEC 2",NA,0.742,0.21,0.032,0.016,NA,NA,NA,NA,NA,NA,NA,NA
"PUB HLT 490 - LEVIN, W.C.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PUB HLT 495 - YZQUIERDO, E.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PUB HLT M160A - ESDIN, J.",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PUB HLT M160B - ESDIN, J.",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PUB PLC 201 - PARK, R.",0.094,0.226,0.321,0.208,0.075,0.075,NA,NA,NA,NA,NA,NA,NA
"PUB PLC 203 - STEINERT-THRELKELD",NA,0.141,0.266,0.125,0.297,0.094,0.031,0.016,0.031,NA,NA,NA,NA
"PUB PLC 209 - MURTAUGH, K.S.",NA,0.617,0.317,0.033,0.033,NA,NA,NA,NA,NA,NA,NA,NA
"PUB PLC 291A - PANOFSKY, A.L.",NA,0.632,0.263,0.105,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PUB PLC 291A - ZEPEDA, J.C.",0.062,0.188,0.625,NA,NA,0.062,0.062,NA,NA,NA,NA,NA,NA
"PUB PLC 297A - DESHAZO, J.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PUB PLC 298A - DESHAZO, J.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PUB PLC C291B - STEINERT-THRELKELD",0.045,0.273,0.455,0.091,0.091,0.045,NA,NA,NA,NA,NA,NA,NA
"PUB PLC M217 - PARK, R.",0.125,0.312,0.312,0.25,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PUB PLC M224A - PERMAN, J.S.",0.286,0.476,0.238,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PUB PLC M228 - PARENT, W.B.",0.056,0.611,0.278,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PUB PLC M244 - TAYLOR, B.D.",NA,0.13,0.609,0.043,0.217,NA,NA,NA,NA,NA,NA,NA,NA
"PUB PLC M291C - KAPUR, A.A.",NA,0.111,0.222,0.444,0.111,0.056,NA,NA,NA,NA,NA,NA,NA
"RELIGN 11 - JOSEPH, S.J.",0.413,0.266,0.11,0.064,0.064,0.009,0.009,0.009,0.018,NA,0.009,NA,NA
"RELIGN 110 - JOSEPH, S.J.",NA,0.931,0.034,NA,NA,0.034,NA,NA,NA,NA,NA,NA,NA
"RELIGN 177 - GILLESPIE, R.T.",NA,0.353,0.471,NA,0.059,NA,NA,NA,NA,NA,NA,NA,NA
"RELIGN 177 - PREGILL, M.E.",NA,0.364,0.227,0.136,0.091,NA,0.091,0.091,NA,NA,NA,NA,NA
"RELIGN 55 - GILLESPIE, R.T.",NA,0.403,0.388,0.104,0.03,0.015,NA,NA,0.015,NA,NA,NA,0.015
"RELIGN M10 - BONESHO, C.E.",0.062,0.375,0.25,0.125,0.125,NA,NA,NA,NA,NA,NA,NA,NA
"RELIGN M105A - SAIEDI, N.",0.045,0.773,0.045,0.045,0.045,0.045,NA,NA,NA,NA,NA,NA,NA
"RELIGN M175 - JOHNSON, M.C.",NA,0.077,0.231,0.154,NA,0.462,0.077,NA,NA,NA,NA,NA,NA
"RELIGN M178 - BAKHOS, C.A.",NA,0.643,0.071,0.214,0.071,NA,NA,NA,NA,NA,NA,NA,NA
"RELIGN M4 - GOLDBERG, J.L.",NA,0.154,0.154,0.077,0.231,0.077,NA,0.077,NA,NA,NA,NA,NA
"RELIGN M60W - BODIFORD, W.M.",0.056,0.833,NA,NA,0.056,NA,NA,0.056,NA,NA,NA,NA,NA
"ROMANIA 101A - GALATEANU, G.",0.231,0.692,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RUSSN 1 - KUDYMA, A.",0.143,0.357,0.143,0.143,0.071,NA,NA,0.071,0.071,NA,NA,NA,NA
"RUSSN 1 - KUDYMA, A. LEC 2",0.217,0.348,0.217,0.13,0.043,0.043,NA,NA,NA,NA,NA,NA,NA
"RUSSN 1 - KUDYMA, A. LEC 3",0.071,0.714,NA,0.071,NA,NA,NA,NA,NA,NA,NA,NA,0.071
"RUSSN 1 - KUDYMA, A. LEC 4",0.333,0.167,0.167,0.083,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RUSSN 100A - KUDYMA, A.",0.167,0.833,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RUSSN 101A - KRESIN, S.C.",NA,0.5,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RUSSN 102A - KUDYMA, A.",0.1,0.2,0.1,0.2,0.4,NA,NA,NA,NA,NA,NA,NA,NA
"RUSSN 107A - KUDYMA, A.",0.364,0.455,0.091,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RUSSN 128 - ODELL, J.B.",0.286,0.214,0.214,NA,0.071,0.071,NA,NA,NA,NA,NA,NA,NA
"RUSSN 4 - KUDYMA, A.",0.067,0.267,0.133,NA,0.067,0.067,0.067,NA,NA,NA,NA,NA,NA
"RUSSN M127 - FURMAN, Y.",NA,0.091,0.5,0.182,0.136,NA,NA,NA,NA,NA,NA,NA,NA
"SCAND 1 - KARLSSON, E.J.",0.056,0.278,0.056,0.056,0.167,0.167,NA,0.056,NA,NA,NA,NA,0.056
"SCAND 134 - BALL, K.A.",0.083,0.389,0.194,NA,0.139,0.056,NA,0.056,0.056,NA,NA,NA,NA
"SCAND 141C - WEN, P.J.",0.05,0.9,0.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SCAND 143C - WEN, P.J.",0.061,0.848,NA,0.03,NA,0.03,NA,NA,NA,NA,NA,NA,NA
"SCAND 40 - BALL, K.A.",0.175,0.25,0.125,0.125,0.1,0.075,0.05,NA,NA,NA,NA,0.025,NA
"SCAND 40W - BALL, K.A.",0.195,0.517,0.115,0.08,0.023,0.034,NA,NA,0.011,0.011,0.011,NA,NA
"SCAND 50 - WEN, P.J.",0.194,0.475,0.15,0.054,0.038,0.022,0.003,0.01,0.003,0.003,0.003,NA,NA
"SCI EDU 10SL - RUSSELL, A.A.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SOC GEN 105A - DE CHADAREVIAN, S.",0.261,0.466,0.161,0.05,0.037,0.006,0.006,0.012,NA,NA,NA,NA,NA
"SOC GEN 165 - GIBBONS, S.L.",0.108,0.508,0.262,0.015,NA,0.046,0.046,NA,NA,NA,NA,NA,NA
"SOC GEN 188 - PETERSON, D.A.",0.379,0.345,0.138,0.034,0.103,NA,NA,NA,NA,NA,NA,NA,NA
"SOC GEN 195CE - KELTY, C.M.",0.364,0.318,0.227,NA,NA,0.045,0.045,NA,NA,NA,NA,NA,NA
"SOC GEN M143 - LYNCH, J.W.",0.211,0.632,NA,0.105,0.053,NA,NA,NA,NA,NA,NA,NA,NA
"SOC GEN M144 - RENSEL, M.A.",0.645,0.194,0.065,0.032,0.065,NA,NA,NA,NA,NA,NA,NA,NA
"SOC SC 400A - PANAGIA, D.",0.091,0.591,0.273,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SOC SC 401 - KREMER-SADLIK, T.",0.045,0.955,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SOC SC 402 - LAMBERSON, P.J.",0.273,0.455,0.182,NA,0.045,NA,NA,NA,NA,NA,NA,NA,NA
"SOC WLF 195 - FRANKE, T.M.",0.087,0.874,0.039,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SOC WLF 203A - MIYASHITA OCHOA, A",NA,0.808,0.154,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SOC WLF 203A - SERNA, S.",NA,0.526,0.368,0.053,0.053,NA,NA,NA,NA,NA,NA,NA,NA
"SOC WLF 210A - DANELSKI, R.J.",NA,0.885,NA,0.115,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SOC WLF 210A - HOLLOWAY, I.W.",0.167,0.417,0.333,0.083,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SOC WLF 210A - PALENCIA, H.",NA,0.815,0.111,0.074,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SOC WLF 210A - PALENCIA, H. LEC 4",NA,0.556,0.278,0.111,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SOC WLF 211A - BRINDERSON, L.A.",0.154,0.808,0.038,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SOC WLF 211A - SANTOS, C.E.",0.111,0.778,0.056,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SOC WLF 211A - SMALL, L.A.",NA,0.042,0.5,0.25,0.125,0.042,NA,NA,NA,NA,NA,NA,NA
"SOC WLF 211A - SMALL, L.A. LEC 2",NA,0.185,0.667,0.111,0.037,NA,NA,NA,NA,NA,NA,NA,NA
"SOC WLF 212 - DUNHAM, L.R.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SOC WLF 212 - DUNHAM, L.R. LEC 2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SOC WLF 212 - LAVINA, G.P.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SOC WLF 212 - LAVINA, G.P. LEC 4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SOC WLF 212 - SANGALANG, C.C.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SOC WLF 212 - SANGALANG, C.C. LEC 6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SOC WLF 214A - IGLEHART, A.P.",0.239,0.478,0.283,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SOC WLF 214A - WANG, L.S.",0.42,0.36,0.16,0.04,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SOC WLF 231A - TALLEY, M.D.",NA,0.867,0.133,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SOC WLF 231A - TALLEY, M.D. LEC 3",NA,0.815,0.111,0.037,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SOC WLF 231F - RAMIREZ, G.U.",NA,0.667,0.296,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SOC WLF 231F - RAMIREZ, G.U. LEC 2",0.1,0.7,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SOC WLF 241J - MOIO, J.A.",NA,0.667,0.133,0.067,0.067,NA,NA,0.067,NA,NA,NA,NA,NA
