LOCATION ACCOUNT #,BUSINESS NAME,DBA NAME,STREET ADDRESS,CITY,ZIP CODE,LOCATION DESCRIPTION,MAILING ADDRESS,MAILING CITY,MAILING ZIP CODE,NAICS,PRIMARY NAICS DESCRIPTION,COUNCIL DISTRICT,LOCATION START DATE,LOCATION END DATE,LOCATION
0000136363-0001-7,WESTWOOD HO MARKET INC,WESTWARD HO MARKET,1515 WESTWOOD BLVD,LOS ANGELES,90024-5601,1515 WESTWOOD 90024-5601,,,,,,5,12/01/1949,09/15/1999,"(34.0538, -118.4405)"
0002898364-0001-1,ASUKA 2000 LLC,ASUKA RESTAURNAT,1553   WESTWOOD BLVD,LOS ANGELES,90024-5601,1553 WESTWOOD 90024-5601,,,,722110,Full-service restaurants,5,04/01/2016,,"(34.0532, -118.4401)"
0000383945-0001-9,ELEGANT LIGHTING INC,,1561 WESTWOOD BLVD,LOS ANGELES,90024-5601,1561 WESTWOOD 90024-5601,,,,,,5,01/01/1984,12/29/2000,"(34.053, -118.4398)"
0000224555-0001-3,PEI CHIN CHAO CHU,,1551 WESTWOOD BLVD,LOS ANGELES,90024-5601,1551 WESTWOOD 90024-5601,675 MAGNOLIA AVENUE,PASADENA,91106-3621,531100,Lessors of real estate (including mini warehouses & self-storage units),5,01/01/1986,,"(34.0532, -118.4399)"
0000009348-0001-0,BRISTOL FARMS INC,,1515 WESTWOOD BLVD,LOS ANGELES,90024-5601,1515 WESTWOOD 90024-5601,915 E 230TH STREET,CARSON,90745-5005,722110,Full-service restaurants,5,03/08/2000,,"(34.0538, -118.4405)"
0002824190-0001-4,SAMIRA EIDELKHANI,,1547 WESTWOOD BLVD,LOS ANGELES,90024-5601,1547 WESTWOOD 90024-5601,6628   YARMOUTH AVENUE,RESEDA,91335-5619,812112,Beauty salons,5,06/20/2014,,"(34.0533, -118.44)"
0003084435-0001-9,JOZEF ASHOURI,WILSHIRE PLAZA INVESTMENT GROUP LLC,1557   WESTWOOD BLVD   SUITE #114,LOS ANGELES,90024-5601,1557 WESTWOOD 90024-5601,,,,531310,Real estate property managers,5,06/30/2017,,"(34.0531, -118.44)"
0002753594-0001-1,ARIAN LOUNGE INC,ARIAN HOOKAH LOUNGE,1563   WESTWOOD BLVD,LOS ANGELES,90024-5601,1563 WESTWOOD 90024-5601,,,,424940,Tobacco & tobacco products,5,06/15/2014,01/01/2018,"(34.0531, -118.4402)"
0002691709-0001-3,MOUSA TACASAZAN / SAMUEL TACASAZAN,TACASAZAN GALLERY,1559 WESTWOOD BLVD,LOS ANGELES,90024-5601,1559 WESTWOOD 90024-5601,,,,452000,General merchandise stores,5,07/15/2013,12/31/2014,"(34.0531, -118.4398)"
0003116075-0001-6,HARAZ LLC,HARAZ LOUNGE,1563   WESTWOOD BLVD,LOS ANGELES,90024-5601,1563 WESTWOOD 90024-5601,,,,424940,Tobacco & tobacco products,5,03/28/2019,,"(34.0531, -118.4402)"
0002620519-0001-9,VIVA PICTURES DISTRIBUTION LLC,,1539 WESTWOOD BLVD,LOS ANGELES,90024-5601,1539 WESTWOOD 90024-5601,,,,424920,"Books, periodicals, & newspapers",5,07/01/2011,,"(34.0534, -118.4401)"
0000146666-0001-1,GINA AEJUNG KIM,,1561 WESTWOOD BLVD,LOS ANGELES,90024-5601,1561 WESTWOOD 90024-5601,719 LORRAINE BLVD,LOS ANGELES,90005-3614,453110,Florists,5,01/15/2004,11/16/2009,"(34.053, -118.4398)"
0000931943-0002-4,ISIDRO MARIN,MARIN TAILOR SHOP,1541 WESTWOOD BLVD,LOS ANGELES,90024-5601,1541 WESTWOOD 90024-5601,,,,811490,Other personal &  household goods repair & maintenance,5,03/10/2010,07/06/2016,"(34.0534, -118.4401)"
0002482712-0001-5,V TOUCH SALON,,1547 WESTWOOD BLVD,LOS ANGELES,90024-5601,1547 WESTWOOD 90024-5601,,,,812111,Barber shops,5,02/01/2010,,"(34.0533, -118.44)"
0000840946-0001-3,JAMSHID ARYEH,ABC COPY & PRINT,1557 WESTWOOD BLVD,LOS ANGELES,90024-5601,1557 WESTWOOD 90024-5601,,,,,,5,09/10/1991,12/31/2011,"(34.0531, -118.4398)"
0002422467-0001-3,ANTHONY ROBERT MARKES,NIRVANA PHARMACY,1561 WESTWOOD BLVD,LOS ANGELES,90024-5601,1561 WESTWOOD 90024-5601,,,,452000,General merchandise stores,5,03/25/2009,12/31/2012,"(34.053, -118.4398)"
0000124714-0001-5,CARLO PODDA,,1553 WESTWOOD BLVD,LOS ANGELES,90024-5601,1553 WESTWOOD 90024-5601,,,,722110,Full-service restaurants,5,06/15/1994,12/31/2013,"(34.0532, -118.4399)"
0002722604-0001-1,LIBERTY LEGAL FUNDING LLC,LIBERTY LEGAL FUNDING,1557 WESTWOOD BLVD SUITE #200,LOS ANGELES,90024-5601,1557 WESTWOOD 90024-5601,11041   SANTA MONICA BLVD   SUITE #501,LOS ANGELES,90025-3523,541100,Legal services,5,05/22/2013,,"(34.0531, -118.4398)"
0002503114-0001-7,3RD EYE FILMWORKS LLC,,1569 WESTWOOD BLVD #A,LOS ANGELES,90024-5601,1569 WESTWOOD 90024-5601,POST OFFICE BOX #252307,LOS ANGELES,90025-8980,425120,Wholesale trade agents & brokers,5,02/02/2010,,"(34.0529, -118.4397)"
0002542449-0001-3,JOSE LUIS MENDOZA / FERMIN ESCALANTE,,1541 WESTWOOD BLVD,LOS ANGELES,90024-5601,1541 WESTWOOD 90024-5601,,,,812990,All other personal services,5,03/01/2010,,"(34.0534, -118.4401)"
0002679518-0001-1,LYTTON & WILLIAMS LLP,,1539   WESTWOOD BLVD   SUITE #200,LOS ANGELES,90024-5601,1539 WESTWOOD 90024-5601,1539   WESTWOOD BLVD   SUITE #200,LOS ANGELES,90024-5601,541100,Legal services,5,03/01/2013,,"(34.0533, -118.4404)"
0002395866-0003-9,MICHAEL MORRIS MD,,1559 WESTWOOD BLVD,LOS ANGELES,90024-5601,1559 WESTWOOD 90024-5601,POST OFFICE BOX #3157,SAN BERNARDINO,92413-3157,621111,Offices of physicians (except mental health specialists),5,08/01/2009,12/31/2013,"(34.0531, -118.4398)"
0002617702-0001-4,VIVA PICTURES LLC,,1539 WESTWOOD BLVD,LOS ANGELES,90024-5601,1539 WESTWOOD 90024-5601,,,,423990,Other miscellaneous durable goods,5,12/18/2009,,"(34.0534, -118.4401)"
0000847730-0002-5,SHAHROKH ETAAT,,1541 WESTWOOD BLVD,LOS ANGELES,90024-5601,1541 WESTWOOD 90024-5601,,,,,,5,07/28/2006,08/31/2007,
0000273215-0001-9,JANET MARIE WHEELER,,1561 WESTWOOD BLVD,LOS ANGELES,90024-5601,1561 WESTWOOD 90024-5601,,,,,,5,01/01/2001,12/31/2001,
0000531977-0001-3,THAI PHAM,,1567 WESTWOOD BLVD,LOS ANGELES,90024-5601,1567 WESTWOOD 90024-5601,,,,,,5,12/10/1997,08/30/2005,
0002738787-0001-1,EDUSULTANTS INC,,1539 WESTWOOD BLVD,LOS ANGELES,90024-5601,1539 WESTWOOD 90024-5601,,,,,,5,01/10/2014,,
0002548140-0001-1,LIEU THI NGUYEN,,1567 WESTWOOD BLVD,LOS ANGELES,90024-5601,1567 WESTWOOD 90024-5601,,,,,,5,03/14/2011,12/31/2015,
0002578898-0001-2,LUAN MINH TRAN,,1567 WESTWOOD BLVD,LOS ANGELES,90024-5601,1567 WESTWOOD 90024-5601,,,,,,5,09/26/2011,02/01/2012,
0002743719-0001-5,PANINI COSMOPOLITAN CAFE INC,,1553 WESTWOOD BLVD,LOS ANGELES,90024-5601,1553 WESTWOOD 90024-5601,,,,,,5,04/01/2014,11/16/2014,
0002190789-0001-8,ICE ADAMS,,1547 WESTWOOD BLVD,LOS ANGELES,90024-5601,1547 WESTWOOD 90024-5601,4836 HOLLOW CORNER ROAD UNIT #311,CULVER CITY,90230-8368,,,5,01/01/2005,12/31/2007,
0002243214-0001-4,HAMID MOGHADDAMFAR,,1561 WESTWOOD BLVD UNIT #B,LOS ANGELES,90024-5601,1561 WESTWOOD 90024-5601,,,,,,5,01/01/2007,12/31/2009,
0000378612-0002-8,THICKER THAN THIEVES INC,,1539 1/2 WESTWOOD BLVD,LOS ANGELES,90024-5601,1539 WESTWOOD 90024-5601,,,,,,5,11/06/2003,12/31/2008,
0000744543-0001-1,TERRY K FEIGENBAUM OD,,1545 WESTWOOD BLVD,LOS ANGELES,90024-5601,1545 WESTWOOD 90024-5601,,,,,,5,10/01/1965,01/23/2006,
0000595480-0001-1,STEVE ANTONIO,,1547 WESTWOOD BLVD,LOS ANGELES,90024-5601,1547 WESTWOOD 90024-5601,17721 SIDWELL STREET,GRANADA HILLS,91344-1029,,,5,04/01/1961,11/01/2011,
0000887120-0001-0,"MARCUS, JOHN, DIA CHRISTINA, O. NICOLAS THEODORE IRRV TRUST",,1567 WESTWOOD BLVD,LOS ANGELES,90024-5601,1567 WESTWOOD 90024-5601,,,,,,5,01/01/1970,07/03/2018,
0002498855-0001-1,LOAN THANH NGUYEN,,1567 WESTWOOD BLVD,LOS ANGELES,90024-5601,1567 WESTWOOD 90024-5601,,,,,,5,04/26/2010,12/31/2014,
0002618431-0001-3,BISA TECHNOLOGIES CORP,,1539 WESTWOOD BLVD,LOS ANGELES,90024-5601,1539 WESTWOOD 90024-5601,,,,,,5,01/01/2011,12/31/2014,
0002781369-0001-1,FARINAZ PARISHAN,,1561 WESTWOOD BLVD,LOS ANGELES,90024-5601,1561 WESTWOOD 90024-5601,,,,,,5,10/17/2014,12/31/2016,
0002118545-0001-6,CHAU MAI PHAN,,1567 WESTWOOD BLVD,LOS ANGELES,90024-5601,1567 WESTWOOD 90024-5601,,,,,,5,06/01/2006,01/01/2011,
0002652267-0001-7,TUNDE KISS,,1561 WESTWOOD BLVD,LOS ANGELES,90024-5601,1561 WESTWOOD 90024-5601,,,,,,5,01/06/2013,01/31/2014,
0000470175-0001-1,GEORGE GHOTBI,,1547 WESTWOOD BLVD,LOS ANGELES,90024-5601,1547 WESTWOOD 90024-5601,,,,,,5,10/01/1983,12/31/2010,
0000197165-0001-5,LLOYD M THEODORE,,1569 WESTWOOD BLVD #A,LOS ANGELES,90024-5601,1569 WESTWOOD 90024-5601,,,,,,5,11/08/1979,12/31/2009,
0002556802-0001-5,CANCARE COLLECTIVE CA16,,1561 WESTWOOD BLVD,LOS ANGELES,90024-5601,1561 WESTWOOD 90024-5601,,,,,,5,02/22/2011,03/01/2012,
0002063425-0001-1,DION LE PHAM,,1567 WESTWOOD BLVD,LOS ANGELES,90024-5601,1567 WESTWOOD 90024-5601,,,,,,5,08/30/2005,12/31/2006,
0000481446-0001-3,EPHRAIM OSAZUWA,,1571 WESTWOOD BLVD,LOS ANGELES,90024-5601,1571 WESTWOOD 90024,,,,,,5,05/01/2004,12/31/2005,
0002613130-0001-8,CELINE NGOC DO,,1567 WESTWOOD BLVD,LOS ANGELES,90024-5601,1567 WESTWOOD 90024-5601,,,,,,5,04/16/2012,12/01/2013,
0000118017-0001-4,ABSTRACT VASE INC,,1547 WESTWOOD BLVD,LOS ANGELES,90024-5601,1547 WESTWOOD 90024-5601,,,,,,5,02/01/1994,06/30/2004,
0002824207-0001-1,COSMO GRILL AND BAR INC,,1553 WESTWOOD BLVD,LOS ANGELES,90024-5601,1553 WESTWOOD 90024-5601,,,,,,5,01/01/2014,01/31/2015,
0002546303-0001-2,LOAN THI NGUYEN,MILAN NAIL SPA,1567 WESTWOOD BLVD,LOS ANGELES,90024-5601,1567 WESTWOOD 90024-5601,3343   JACKSON AVENUE,ROSEMEAD,91770-2231,,,5,03/07/2011,12/31/2016,
0000886564-0001-8,JAMES AIKEN,,1550 WESTWOOD BLVD,LOS ANGELES,90024-5602,1550 WESTWOOD 90024-5602,,,,,,5,01/01/1970,06/04/2019,
0003185869-0001-3,WESTSIDE EQUITY PARTNERS LLC/SUPERIOR CAPITAL GROUP LLC,,1550 WESTWOOD BLVD,LOS ANGELES,90024-5602,1550 Westwood 90024-5602,6333 WILSHIRE BLVD #312,LOS ANGELES,90048-5702,531100,Lessors of real estate (including mini warehouses & self-storage units),5,06/05/2019,,"(34.0532, -118.4395)"
0000957212-0030-3,INTERNATIONAL COFFEE & TEA LLC,,1500 WESTWOOD BLVD,LOS ANGELES,90024-5602,1500 WESTWOOD 90024-5602,,,,,,5,12/20/2003,07/28/2019,
0003130573-0001-7,FUNKY COLD MEDINA LLC,MEDINA,1512 WESTWOOD BLVD,LOS ANGELES,90024-5602,1512 WESTWOOD 90024-5602,,,,452000,General merchandise stores,5,06/10/2019,,"(0.0, 0.0)"
0003144266-0001-8,TOUCH OF AEGEAN INC,NUKA CAFE,1510   WESTWOOD BLVD,LOS ANGELES,90024-5602,1510 WESTWOOD 90024-5602,,,,722110,Full-service restaurants,5,07/24/2019,,"(34.0538, -118.4401)"
0002363980-0025-4,STARBUCKS CORPORATION,STARBUCKS COFFEE # 11603,1500   WESTWOOD BLVD,LOS ANGELES,90024-5602,1500 WESTWOOD 90024-5602,POST OFFICE BOX #34442,SEATTLE,98124-1442,311900,"Other food mfg. (including coffee, tea, flavoring, & seasonings)",5,09/26/2019,,"(34.054, -118.4402)"
0002115920-0022-0,DIAMOND PARKING SERVICES LLC,,1550 WESTWOOD BLVD,LOS ANGELES,90024-5602,1550 WESTWOOD 90024-5602,,,,812930,Parking lots & garages,5,08/04/2014,,"(34.0534, -118.4401)"
0000619076-0001-6,KIKHOSRO BEHROZI,KOLBE KETAB,1518 WESTWOOD BLVD,LOS ANGELES,90024-5602,1518 WESTWOOD 90024-5602,,,,453310,Used merchandise stores,5,07/02/2002,,"(34.0538, -118.4405)"
0002042463-0002-4,FERIDOON ASLANI,WORLD BEST ITEMS,1518   WESTWOOD BLVD,LOS ANGELES,90024-5602,1518 WESTWOOD 90024-5602,1128   10TH STREET   #11,SANTA MONICA,90403-5335,423200,Furniture &  home furnishing,5,10/10/2018,,"(34.0535, -118.4401)"
0000316861-0029-7,FEDEX OFFICE & PRINT SERVICES INC,FEDEX KINKO'S #1400,1520 WESTWOOD BLVD,LOS ANGELES,90024-5602,1520 WESTWOOD 90024-5602,POST OFFICE BOX #8000,MONSEY,10952-8505,561430,Business service centers (including private mail centers & copy shops),5,02/20/2006,,"(34.0538, -118.4404)"
0002300149-0001-8,BEST CLEAN INC,,1550 WESTWOOD BLVD,LOS ANGELES,90024-5602,1550 WESTWOOD 90024-5602,,,,812320,Drycleaning & laundry services (except coin-operated) (including laundry & drycleaning drop-off & pickup sites),5,05/15/2007,,"(34.0534, -118.4401)"
0000316966-0004-2,FEDEX OFFICE & PRINT SERVICES INC,,1520 WESTWOOD BLVD #1522,LOS ANGELES,90024-5602,1520 WESTWOOD 90024-5602,POST OFFICE BOX #262683,PLANO,75026-2683,532400,Commercial & industrial machinery & equipment rental & leasing,5,01/01/1997,01/01/2007,"(34.0538, -118.4404)"
0002517570-0200-3,LAZ KARP ASSOCIATES LLC,LAZ PARKING CALIFORNIA LLC,1550   WESTWOOD BLVD,LOS ANGELES,90024-5602,1550 WESTWOOD 90024-5602,15   LEWIS STREET,HARTFORD,06103-2502,812930,Parking lots & garages,5,01/14/2019,,"(34.0532, -118.4395)"
0000527969-0001-6,SAHRA MOHAMMADI,MON PETIT,1514 WESTWOOD BLVD,LOS ANGELES,90024-5602,1514 WESTWOOD 90024-5602,625 HAUSER BLVD #207,LOS ANGELES,90036-3745,561500,Travel arrangement & reservation services,5,04/30/2004,,"(34.0539, -118.4405)"
0002596084-0001-3,SEYED DANESH,,1518 WESTWOOD BLVD SPACE #A,LOS ANGELES,90024-5602,1518 WESTWOOD 90024-5602,,,,424940,Tobacco & tobacco products,5,01/23/2012,12/31/2014,"(34.0538, -118.4405)"
0002800915-0001-1,1500 WESTWOOD LLC,,1500 WESTWOOD BLVD,LOS ANGELES,90024-5602,1500 WESTWOOD 90024-5602,9663 SANTA MONICA BLVD SUITE #631,BEVERLY HILLS,90210-4303,531100,Lessors of real estate (including mini warehouses & self-storage units),5,01/01/2014,,"(34.054, -118.4407)"
0002787797-0001-0,NIK NIK WESTWOOD GRILL,,1510 WESTWOOD BLVD,LOS ANGELES,90024-5602,1510 WESTWOOD 90024-5602,27022 MILL POND ROAD,DANA POINT,92624-1628,722110,Full-service restaurants,5,12/05/2014,,"(34.0539, -118.4405)"
0000005410-0001-1,D MICHAEL RUST,,1500 WESTWOOD BLVD,LOS ANGELES,90024-5602,1500 WESTWOOD 90024-5602,,,,,,5,12/31/2003,12/31/2014,
0002256430-0001-8,ELZA Y ARHANGELOVA,,1512 WESTWOOD BLVD,LOS ANGELES,90024-5602,1512 WESTWOOD 90024-5602,,,,,,5,07/01/2007,12/31/2007,
0000587215-0001-1,REVITAL HOORIZADEH,,1518 WESTWOOD BLVD #A,LOS ANGELES,90024-5602,1518 WESTWOOD 90024,,,,,,5,02/15/2002,12/31/2002,
0000981140-0001-9,PARVIZ PAYA,,1518 WESTWOOD BLVD UNIT #A,LOS ANGELES,90024-5602,1518 WESTWOOD 90024-5602,,,,,,5,09/29/1999,12/30/2004,
0002071436-0002-9,MOHAMMAD GHAFARIAN MECHGUIN,,1518 WESTWOOD BLVD #A,LOS ANGELES,90024-5602,1518 WESTWOOD 90024-5602,,,,,,5,04/17/2014,12/31/2017,
0000904485-0001-1,HARIKRISHNA INC,,1550 WESTWOOD BLVD,LOS ANGELES,90024-5602,1550 WESTWOOD 90024-5602,,,,,,5,09/15/1998,12/31/1999,
0000423957-0001-9,DMICH INC,FAULTLINE CLEANERS,1550 WESTWOOD BLVD,LOS ANGELES,90024-5602,1550 WESTWOOD 90024-5602,,,,,,5,04/01/2001,12/31/2007,
0000382690-0031-4,EXPRESS VALET PARKING INC,,1520 WESTWOOD BLVD,LOS ANGELES,90024-5602,1520 WESTWOOD 90024-5602,,,,,,5,01/01/2008,12/31/2016,
0002552934-0001-4,MEHRDAD FOROUGHIPOUR,,1641  1/2 WESTWOOD BLVD,LOS ANGELES,90024-5603,1641 WESTWOOD 90024-5603,9854 NATIONAL BLVD APT,LOS ANGELES,90034-2713,541990,"All other professional, scientific, & technical services",5,10/01/2010,,"(34.0522, -118.4391)"
0000966232-0001-6,CALFUND LLC,,1633 WESTWOOD BLVD,LOS ANGELES,90024-5603,1633 WESTWOOD 90024-5603,,,,,,5,05/01/2000,12/31/2019,
0000825815-0001-3,XY SYSTEMS INC,,1633 WESTWOOD BLVD,LOS ANGELES,90024-5603,1633 WESTWOOD 90024-5603,2337 ROSCOMARE ROAD SUITE #2,LOS ANGELES,90077-1833,423400,Professional & commercial equipment & supplies,5,01/27/1998,,"(34.0522, -118.4391)"
0002030489-0002-8,PEYMAN KHAZAN,,1643 WESTWOOD BLVD,LOS ANGELES,90024-5603,1643 WESTWOOD 90024-5603,,,,,,5,06/25/2012,01/01/2016,
0002808850-0001-3,MAHTAB PARTOVI DDS INC,360 ORTHODONTICS,1609 WESTWOOD BLVD,LOS ANGELES,90024-5603,1609 WESTWOOD 90024-5603,,,,621210,Offices of dentists,5,06/07/2014,,"(34.0523, -118.4392)"
0003108611-0001-3,FORMATION INC.,FORMATION HEALTH CARE,1611   WESTWOOD BLVD,LOS ANGELES,90024-5603,1611 WESTWOOD 90024,1611   WESTWOOD BLVD,LOS ANGELES,90024-5603,541800,Advertising & related services,5,04/01/2017,,"(34.0522, -118.4394)"
0002414096-0001-5,1639 WESTWOOD LLC,,1639 WESTWOOD BLVD,LOS ANGELES,90024-5603,1639 WESTWOOD 90024-5603,1555 OAK GROVE AVENUE,SAN MARINO,91108-1107,532290,Other consumer goods rental,5,01/01/2008,,"(34.0522, -118.4391)"
0002349593-0003-9,ANZHELIKA PUTINTSEVA,WORLDSPEAK LANGUAGE CENTER,1639 WESTWOOD BLVD,LOS ANGELES,90024-5603,1639 WESTWOOD 90024-5603,,,,624410,Child day care services,5,01/07/2013,,"(34.0522, -118.4391)"
0000141545-0001-5,WESTWOOD MUSICAL INSTRUMENTS INC,WESTWOOD MUSICAL INSTRUMENTS,1627 WESTWOOD BLVD,LOS ANGELES,90024-5603,1627 WESTWOOD 90024-5603,,,,423400,Professional & commercial equipment & supplies,5,02/01/1950,12/31/2012,"(34.0523, -118.4391)"
0002594996-0001-5,WESTWOOD MUSIC CENTER LLC,WESTWOOD MUSIC CENTER,1627 WESTWOOD BLVD,LOS ANGELES,90024-5603,1627 WESTWOOD 90024-5603,,,,451140,Musical instrument & supplies stores,5,05/21/2010,,"(34.0523, -118.4391)"
0002800540-0001-7,RAYMOND TOMA,TOMA BURKE ELECTRONICS,1611 WESTWOOD BLVD,LOS ANGELES,90024-5603,1611 WESTWOOD 90024-5603,1618 SULLIVAN AVENUE #103393,DALY CITY,94015-1967,335000,"Electrical equipment, appliance, & component mfg.",5,10/20/2014,,"(34.0523, -118.4392)"
0000254104-0001-7,1609 WESTWOOD & COMPANY INC,,1609   WESTWOOD BLVD,LOS ANGELES,90024-5603,1609 WESTWOOD 90024-5603,1575   WESTWOOD BLVD   SUITE #100-C,LOS ANGELES,90024-5620,,,5,02/26/1996,,"(34.0526, -118.4398)"
0002837584-0001-0,"STAFFER PROS, INC.",,1609 WESTWOOD BLVD,LOS ANGELES,90024-5603,1609 WESTWOOD 90024-5603,4666   CASS STREET   #200,SAN DIEGO,92109-2807,561300,Employment services,5,05/01/2015,05/01/2016,"(34.0523, -118.4392)"
0002824997-0001-1,LILI LAND LLC,,1609 WESTWOOD BLVD #210D,LOS ANGELES,90024-5603,1609 WESTWOOD 90024-5603,,,,541990,"All other professional, scientific, & technical services",5,10/27/2005,12/31/2017,"(34.0523, -118.4392)"
0002948055-0001-1,RADIANCE PHOTOGRAPHY STUDIO INC,,1643   WESTWOOD BLVD,LOS ANGELES,90024-5603,1643 WESTWOOD 90024-5603,,,,541920,Photographic services,5,11/01/2016,,"(34.0523, -118.4394)"
0000012475-0001-1,WESTWOOD SEPHARDIC EDUCATIONAL CENTER,GAN SHELANU,1639 WESTWOOD BLVD,LOS ANGELES,90024-5603,1639 WESTWOOD 90024-5603,,,,624410,Child day care services,5,07/24/1998,,"(34.0523, -118.4392)"
0000131777-0001-5,RQ FINE LINE INC,WESTSIDE DOMESTIC,1643 1/2 WESTWOOD BLVD,LOS ANGELES,90024-5603,1643 WESTWOOD 90024-5603,,,,,,5,09/20/2004,12/31/2011,"(34.0522, -118.4391)"
0000047331-0001-5,SHAHRZAD TAHOURI,SHAHRZAD TRAVEL,1641 WESTWOOD BLVD,LOS ANGELES,90024-5603,1641 WESTWOOD 90024-5603,,,,561500,Travel arrangement & reservation services,5,07/21/2003,,"(34.0522, -118.4391)"
0000125273-0001-9,ANGELO PELONI,LA BRUSCHETTA,1621 WESTWOOD BLVD,LOS ANGELES,90024-5603,1621 WESTWOOD 90024-5603,,,,454390,"Other direct selling establishments (including door-to-door retailing, frozen food plan providers, party plan merchandisers, & coffee-break service providers)",5,08/01/1984,,"(34.0523, -118.4392)"
0000806228-0001-6,TONERX INC,,1633 WESTWOOD BLVD #100,LOS ANGELES,90024-5603,1633 WESTWOOD 90024,,,,,,5,06/01/2003,12/31/2006,
0002232860-0001-0,MARK GIN,,1609 WESTWOOD BLVD,LOS ANGELES,90024-5603,1609 WESTWOOD 90024-5603,,,,,,5,03/01/2007,11/30/2007,
0000434083-0001-1,JAMSHID PARTOVI,,1609 WESTWOOD BLVD,LOS ANGELES,90024-5603,1609 WESTWOOD 90024-5603,,,,,,5,01/01/1984,11/15/2006,
0000019086-0001-7,SABINE WITKOW TESTAMENTARY TRUST,,1611   WESTWOOD BLVD,LOS ANGELES,90024-5603,1611 WESTWOOD 90024-5603,,,,,,5,02/01/1985,03/16/2006,
0002115579-0001-3,LISA ADLER,,1633 WESTWOOD BLVD,LOS ANGELES,90024-5603,1633 WESTWOOD 90024-5603,,,,,,5,01/01/2005,10/31/2006,
0002194690-0001-1,SETAREH ESFAHANI,,1641 WESTWOOD BLVD,LOS ANGELES,90024-5603,1641 WESTWOOD 90024-5603,,,,,,5,04/20/2004,12/31/2006,
0003216419-0001-1,CENTURY INVESTMENT HOLDINGS LLC,,1600 WESTWOOD BLVD,LOS ANGELES,90024-5604,1600 Westwood 90024-5604,10700 SANTA MONICA BLVD SUITE #200,LOS ANGELES,90025-6588,541990,"All other professional, scientific, & technical services",5,01/01/2016,,"(34.0528, -118.4392)"
0003182843-0001-7,DOUGLAS YOUNG KIM,CEO THERAPY,1632 WESTWOOD BLVD,LOS ANGELES,90024-5604,1632 WESTWOOD 90024-5604,,,,812990,All other personal services,5,02/21/2020,,"(34.0524, -118.4389)"
0002164858-0001-1,KOSHERLAND INC,KOSHERLAND,1634 WESTWOOD BLVD,LOS ANGELES,90024-5604,1634 WESTWOOD 90024-5604,,,,,,5,07/01/2006,12/31/2019,"(34.0523, -118.4392)"
0002268474-0001-1,BEVERLY HILLS STERLING CLEANERS INC,BEVERLY HILLS STERLING CLEANERS,1600 WESTWOOD BLVD,LOS ANGELES,90024-5604,1600 WESTWOOD 90024-5604,3405 OVERLAND AVENUE,LOS ANGELES,90034-5405,812320,Drycleaning & laundry services (except coin-operated) (including laundry & drycleaning drop-off & pickup sites),5,01/11/2007,,"(34.0528, -118.4396)"
0002820695-0001-9,PROGRESSIVE MEDICAL PRODUCTS INC,UNITOX,1618 WESTWOOD BLVD,LOS ANGELES,90024-5604,1618 WESTWOOD 90024-5604,,,,454390,"Other direct selling establishments (including door-to-door retailing, frozen food plan providers, party plan merchandisers, & coffee-break service providers)",5,04/01/2014,,"(34.0525, -118.4393)"
0003077873-0001-2,"FAMILY STYLE KITCHEN 8, LLC",,1636   WESTWOOD BLVD,LOS ANGELES,90024-5604,1636 WESTWOOD 90024-5604,6310   SAN VICENTE BLVD   SUITE #501,LOS ANGELES,90048-5421,722211,Limited-service eating places,5,09/10/2018,,"(34.0525, -118.4391)"
0002777693-0001-7,1636 WESTWOOD BOULEVARD LLC,,1632 WESTWOOD BLVD,LOS ANGELES,90024-5604,1632 WESTWOOD 90024-5604,59 OLD COURSE DRIVE,NEWPORT BEACH,92660-4280,531100,Lessors of real estate (including mini warehouses & self-storage units),5,01/01/2014,,"(34.0523, -118.4392)"
0000661228-0001-7,S SOLEIMANIAN DDS INC,DENTAL HEALTH INSTITUTE,1620 WESTWOOD BLVD,LOS ANGELES,90024-5604,1620 WESTWOOD 90024-5604,,,,621111,Offices of physicians (except mental health specialists),5,04/03/1992,,"(34.0524, -118.4392)"
0002244672-0002-5,BMI COMPUTER INC.,COMPUTER CONNECTIONS,1648 WESTWOOD BLVD,LOS ANGELES,90024-5604,1648 WESTWOOD 90024-5604,,,,443120,Computer & software stores,5,05/07/2007,12/31/2017,"(34.0523, -118.4391)"
0000106115-0001-2,FARDIN DADVAND,PHARMACY 2000,1646 WESTWOOD BLVD,LOS ANGELES,90024-5604,1646 WESTWOOD 90024-5604,,,,446110,Pharmacies & drug stores,5,04/10/2000,,"(34.0523, -118.4391)"
0002674849-0001-5,YOON JA UM,,1632 WESTWOOD BLVD,LOS ANGELES,90024-5604,1632 WESTWOOD 90024-5604,,,,,,5,04/13/2013,12/31/2014,
0000003006-0001-8,SHINAO INC,,1648 WESTWOOD BLVD,LOS ANGELES,90024-5604,1648 WESTWOOD 90024-5604,,,,,,5,01/10/2000,05/01/2007,
0002255868-0001-1,NEXT PRINT INC,,1632 WESTWOOD BLVD,LOS ANGELES,90024-5604,1632 WESTWOOD 90024-5604,,,,,,5,01/01/2003,01/01/2007,
0002760636-0003-8,ALLEN KO,,1632 WESTWOOD BLVD,LOS ANGELES,90024-5604,1632 WESTWOOD 90024-5604,,,,,,5,04/06/2015,05/08/2018,
