"CLASS","A+","A","A-","B+","B","B-","C+","C","C-","D+","D","D-","F"
"MGMTMFE 431 - HADDAD, V.P.",0.222,0.222,0.156,0.356,0.044,0,0,0,0,0,0,0,0
"MGMTMFE 431 - KRAFT, H.H.",0.2,0.225,0.425,0.15,0,0,0,0,0,0,0,0,0
"MGMTMFE 431 - PA0GEAS, S.",0.455,0.182,0,0.364,0,0,0,0,0,0,0,0,0
"MGMTMFE 431 - SUBRAHMANYAM, A.",0.087,0.565,0.239,0.109,0,0,0,0,0,0,0,0,0
"MGMTMSA 400 - ROSSI, P.E.",0.024,0.214,0.238,0.214,0.238,0.071,0,0,0,0,0,0,0
"MGMTMSA 401 - MAOZ, U.M.",0,0.19,0.214,0.19,0.238,0.167,0,0,0,0,0,0,0
"MGMTMSA 402 - CHO, J.",0.093,0.349,0.093,0.209,0.116,0.07,0.047,0,0,0,0,0,0.023
"MGMTMSA 403 - SIDDIQ, A.A.",0,0.667,0.333,0,0,0,0,0,0,0,0,0,0
"MGMTMSA 412 - ZEITHAMMER, R.",0,1,0,0,0,0,0,0,0,0,0,0,0
"MGMTMSA 431 - IQBAL, R.",0.391,0.261,0.13,0.087,0.13,0,0,0,0,0,0,0,0
"MGMTMSA 432 - THOMPSON, M.S.",1,0,0,0,0,0,0,0,0,0,0,0,0
"MGMTMSA 433 - PA0LIGAN, R.A.",0.057,0.229,0.429,0.229,0.029,0.029,0,0,0,0,0,0,0
"MGMTMSA 434 - VASHCHILENKO, D.",0.333,0.222,0.222,0.111,0.111,0,0,0,0,0,0,0,0
"MGMTMSA 435 - DI GAETANO, K.",0.036,0.214,0,0.036,0.357,0.143,0,0.214,0,0,0,0,0
"MGMTMSA 436 - BANNER KORE0GA, C",0.087,0.217,0.304,0.217,0.174,0,0,0,0,0,0,0,0
"MGMTMSA 437 - YU, W.",0.167,0.667,0.1,0.067,0,0,0,0,0,0,0,0,0
"MGMTMSA 438 - ABRAMSON, J.D.",0,0.429,0.357,0.071,0.143,0,0,0,0,0,0,0,0
"MIL SCI 11 - TAVANTZIS, A.",0,1,0,0,0,0,0,0,0,0,0,0,0
"MIL SCI 131 - ANDERSON, L.W.",0.364,0.364,0.273,0,0,0,0,0,0,0,0,0,0
"MIL SCI 21 - TAVANTZIS, A.",0,1,0,0,0,0,0,0,0,0,0,0,0
"MIMG 100L - ALI POUR, P.",0.213,0.525,0.164,0.082,0,0,0,0,0,0,0,0,0.016
"MIMG 101 - HILL, K.L.",0.347,0.389,0.092,0.046,0.079,0.013,0.021,0,0.004,0,0,0,0.008
"MIMG 103AL - FREISE, A.C.",0.488,0.195,0.22,0,0.049,0.049,0,0,0,0,0,0,0
"MIMG 103BL - ALI POUR, P.",0.667,0.25,0.042,0.042,0,0,0,0,0,0,0,0,0
"MIMG 105 - BENTOLILA, L.",0.15,0.3,0.05,0.15,0.05,0,0,0.3,0,0,0,0,0
"MIMG 168 - CAMPBELL, D.A.",0.108,0.217,0.072,0.145,0.289,0.048,0.036,0.072,0,0,0,0,0.012
"MIMG 180B - BENSINGER, S.J.",0,1,0,0,0,0,0,0,0,0,0,0,0
"MIMG 262A - BO0VIDA, B.",0.909,0.091,0,0,0,0,0,0,0,0,0,0,0
"MSC IND 101 - 0IMAN, T.H.",0,0.889,0.111,0,0,0,0,0,0,0,0,0,0
"MSC IND 102 - JOHNSON, G.L.",0.406,0.406,0.125,0.031,0.031,0,0,0,0,0,0,0,0
"MSC IND 104A - FRANZEN, D.E.",0.316,0.447,0.105,0.105,0.026,0,0,0,0,0,0,0,0
"MSC IND 107A - BEARD, J.R.",0.062,0.562,0.188,0.062,0,0.062,0,0,0.062,0,0,0,0
"MSC IND 112A - PASTER0K, N.J.",0.308,0.269,0.038,0.154,0.154,0.077,0,0,0,0,0,0,0
"MSC IND 115 - MOSELEY, A.M.",0.459,0.514,0.027,0,0,0,0,0,0,0,0,0,0
"MSC IND M103 - TRAMO, M.J.",0.138,0.724,0.103,0.034,0,0,0,0,0,0,0,0,0
"MUSC 110A - HEUSER, F.",0,1,0,0,0,0,0,0,0,0,0,0,0
"MUSC 110B - CHEN-HAFTECK, L.",0,0.4,0.5,0,0,0,0,0.1,0,0,0,0,0
"MUSC 114A - FLA0GAN LYSY, M.M",0.462,0.308,0,0.231,0,0,0,0,0,0,0,0,0
"MUSC 114C - DEAN, M.F.",0.769,0.231,0,0,0,0,0,0,0,0,0,0,0
"MUSC 116 - YI, M.H.",0.059,0.706,0,0.118,0.118,0,0,0,0,0,0,0,0
"MUSC 120A - DE SILVA, D.L.",0,0.176,0.294,0.235,0.176,0.059,0,0.059,0,0,0,0,0
"MUSC 120A - LEFKOWITZ, D.S.",0.143,0.238,0.333,0.19,0.095,0,0,0,0,0,0,0,0
"MUSC 185F - MCKEOWN, K.O.",0,1,0,0,0,0,0,0,0,0,0,0,0
"MUSC 185H - MCKEOWN, K.O.",0,1,0,0,0,0,0,0,0,0,0,0,0
"MUSC 202 - HO, J.H.",0,0.8,0.067,0,0.133,0,0,0,0,0,0,0,0
"MUSC 20A - MEITES, N.G.",0.069,0.621,0.172,0.069,0,0,0.034,0.034,0,0,0,0,0
"MUSC 20A - MILBURN, D.S.",0.087,0.348,0.261,0.13,0.087,0.043,0,0,0,0,0,0,0.043
"MUSC 20A - OBA, H.M.",0.15,0.6,0.15,0.05,0,0,0,0,0,0,0,0.05,0
"MUSC 20A - PHELPS, B.J.",0,0.233,0.2,0.233,0.167,0.067,0.033,0.033,0.033,0,0,0,0
"MUSC 255 - KROUSE, I.",0.375,0.625,0,0,0,0,0,0,0,0,0,0,0
"MUSC 261D - HO, J.H.",0,0.929,0.071,0,0,0,0,0,0,0,0,0,0
"MUSC 292 - KINDERMAN, W.A.",0.118,0.353,0.412,0.118,0,0,0,0,0,0,0,0,0
"MUSC 3 - PHELPS, B.J.",0,0.316,0.263,0.211,0.211,0,0,0,0,0,0,0,0
"MUSC 472 - HAK, R.R.",0,0.75,0.083,0.167,0,0,0,0,0,0,0,0,0
"MUSC 50 - RODRIGUE, J.",0.889,0.111,0,0,0,0,0,0,0,0,0,0,0
"MUSC C175A - LINDEMANN, J.H.",0,1,0,0,0,0,0,0,0,0,0,0,0
"MUSC C175D - DIMOND, T.A.",0.25,0.75,0,0,0,0,0,0,0,0,0,0,0
"MUSC C175E - AN, J.Y.",0,1,0,0,0,0,0,0,0,0,0,0,0
"MUSC C175F - BERRY BAKER, J.N.",0,1,0,0,0,0,0,0,0,0,0,0,0
"MUSC C185A - BASS, J.",0,1,0,0,0,0,0,0,0,0,0,0,0
"MUSC C185B - BASS, J.",0,1,0,0,0,0,0,0,0,0,0,0,0
"MUSC C185B - BASS, J. LEC 2",0,1,0,0,0,0,0,0,0,0,0,0,0
"MUSC C185B - BASS, J. LEC 3",0,1,0,0,0,0,0,0,0,0,0,0,0
"MUSC C185C - FIELDING, C.",0.16,0.68,0.08,0.08,0,0,0,0,0,0,0,0,0
"MUSC C185E - KLIGMAN, M.L.",0,0.909,0.091,0,0,0,0,0,0,0,0,0,0
"MUSC C185G - CROSS, T.J.",0,1,0,0,0,0,0,0,0,0,0,0,0
"MUSC C185G - CROSS, T.J. LEC 2",0,1,0,0,0,0,0,0,0,0,0,0,0
"MUSC C185G - O'FARRILL, A.",0.121,0.879,0,0,0,0,0,0,0,0,0,0,0
"MUSC C485F - BERRY BAKER, J.N.",0,1,0,0,0,0,0,0,0,0,0,0,0
"MUSC M6A - SZABO, S.D.",0.417,0.583,0,0,0,0,0,0,0,0,0,0,0
"MUSC M90T - WINKLE, M.D.",0.3,0.7,0,0,0,0,0,0,0,0,0,0,0
"MUSCLG 125A - UPTON, E.R.",0.279,0.328,0.164,0.049,0.082,0.066,0.016,0.016,0,0,0,0,0
"MUSCLG 160 - REPLOGLE, H.D.",0.692,0.308,0,0,0,0,0,0,0,0,0,0,0
"MUSCLG 191G - UPTON, E.R.",0.786,0.143,0.071,0,0,0,0,0,0,0,0,0,0
"MUSCLG 250 - REDMOND, S.L.",0.231,0.538,0.231,0,0,0,0,0,0,0,0,0,0
"MUSCLG 5 - HOLMES, J.A.",0.558,0.295,0.071,0.029,0.019,0.005,0.002,0.007,0,0.005,0.002,0,0.007
"MUSCLG 60 - REPLOGLE, H.D.",0.222,0.687,0.061,0.01,0.01,0.01,0,0,0,0,0,0,0
"MUSCLG 69 - REDMOND, S.L.",0.436,0.521,0.043,0,0,0,0,0,0,0,0,0,0
"0V SCI 1A - BOYD, E.F.",0,0.8,0,0.1,0.1,0,0,0,0,0,0,0,0
"NEURO M202 - DE BIASE, L.M.",0.37,0.593,0.037,0,0,0,0,0,0,0,0,0,0
"NEUROSC 10 - BABIEC, W.E.",0.277,0.33,0.106,0.043,0.128,0.053,0.032,0.011,0.011,0,0,0,0.011
"NEUROSC 102 - LEBELLE, J.",0,0.504,0.076,0.099,0.092,0.031,0.038,0.023,0.023,0,0.069,0,0.046
"NEUROSC 150 - GE, W.",0.742,0.129,0.097,0.032,0,0,0,0,0,0,0,0,0
"NEUROSC 189HC - CHANDLER, S.H.",0,1,0,0,0,0,0,0,0,0,0,0,0
"NEUROSC 20 - ROMERO, R.",0,0.545,0.091,0.182,0,0,0,0,0,0,0,0,0.182
"NEUROSC CM123 - COLWELL, C.S.",0.083,0.667,0.167,0.042,0.042,0,0,0,0,0,0,0,0
"NEUROSC M101A - CHANDLER, S.H.",0.038,0.197,0.149,0.159,0.202,0.053,0.067,0.062,0.014,0.01,0.038,0,0.01
"NEUROSC M135 - BABIEC, W.E.",0.526,0.316,0.105,0,0,0.053,0,0,0,0,0,0,0
"NEUROSC M170 - TRAMO, M.J.",0.133,0.8,0.067,0,0,0,0,0,0,0,0,0,0
"NURSING 10 - SALEM, B.E.",0.173,0.635,0.154,0.019,0.019,0,0,0,0,0,0,0,0
"NURSING 150A - BRALOCK, A.R.",0.6,0.233,0.117,0.042,0.008,0,0,0,0,0,0,0,0
"NURSING 152A - DIXON, E.L.",0.24,0.52,0.14,0.08,0,0.02,0,0,0,0,0,0,0
"NURSING 152B - CARPENTER, C.L.",0.061,0.306,0.408,0.184,0.02,0.02,0,0,0,0,0,0,0
"NURSING 161 - BRIDEWELL, P.A.",0,0.24,0.5,0.22,0.02,0.02,0,0,0,0,0,0,0
"NURSING 162C - CUENCA, E.L.",0.039,0.294,0.412,0.157,0.098,0,0,0,0,0,0,0,0
"NURSING 174 - DEMMAN, B.L.",0.35,0.463,0.138,0.033,0.008,0.008,0,0,0,0,0,0,0
"NURSING 200 - CARPENTER, C.L.",0.088,0.4,0.462,0.05,0,0,0,0,0,0,0,0,0
"NURSING 204 - THOMAS, E.A.",0.459,0.405,0.108,0.027,0,0,0,0,0,0,0,0,0
"NURSING 212 - CHOI, S.E.",1,0,0,0,0,0,0,0,0,0,0,0,0
"NURSING 216C - GAWLINSKI, A.F.",0.129,0.452,0.387,0.032,0,0,0,0,0,0,0,0,0
"NURSING 220 - VERZEMNIEKS, I.L.",0.29,0.323,0.161,0.161,0.032,0,0.032,0,0,0,0,0,0
"NURSING 230A - STUDER, K.M.",0.714,0.214,0.057,0.014,0,0,0,0,0,0,0,0,0
"NURSING 231 - AN, D.",0.783,0.169,0.036,0.012,0,0,0,0,0,0,0,0,0
"NURSING 237A - PIKE, N.A.",0.524,0.429,0.048,0,0,0,0,0,0,0,0,0,0
"NURSING 239C - LAZAR, J.",0.44,0.44,0.12,0,0,0,0,0,0,0,0,0,0
"NURSING 250 - CLARK, L.",0.957,0.043,0,0,0,0,0,0,0,0,0,0,0
"NURSING 269 - CUENCA, E.L.",0.822,0.151,0,0.014,0,0,0.014,0,0,0,0,0,0
"NURSING 401 - BUSH, N.",0.542,0.458,0,0,0,0,0,0,0,0,0,0,0
"NURSING 402 - LAZAR, J.",0.958,0.042,0,0,0,0,0,0,0,0,0,0,0
"NURSING 405 - BROWN-SALTZMAN, K.",0.375,0.458,0.125,0,0.042,0,0,0,0,0,0,0,0
"NURSING 462 - KNOLL, M.P.",0.127,0.282,0.451,0.099,0.014,0,0,0,0.028,0,0,0,0
"NURSING 463 - MI0SYAN, Z.",0.211,0.606,0.155,0,0.014,0.014,0,0,0,0,0,0,0
"NURSING 464 - JACOB, E.",0.528,0.333,0.111,0.014,0,0,0,0,0.014,0,0,0,0
"NURSING 470B - BUSH, N.",0.267,0.733,0,0,0,0,0,0,0,0,0,0,0
"NURSING 50 - LI, J.",0.433,0.317,0.133,0.067,0.017,0,0,0.033,0,0,0,0,0
"NURSING 54B - BATES-JENSEN, B.M.",0.08,0.4,0.32,0.08,0.08,0.04,0,0,0,0,0,0,0
"NURSING C155 - CHEN, W.",0.611,0.333,0.056,0,0,0,0,0,0,0,0,0,0
"ORL BIO 275 - HU, S.",0.143,0.214,0.357,0.143,0.143,0,0,0,0,0,0,0,0
"PBMED 205 - MCNITT-GRAY, M.",0.286,0.429,0,0.143,0.143,0,0,0,0,0,0,0,0
"PBMED 218 - MACKENZIE-GRAHAM,",0.091,0.182,0.545,0.182,0,0,0,0,0,0,0,0,0
"PEDS 199 - KOSACK, A.S.",0.13,0.87,0,0,0,0,0,0,0,0,0,0,0
"PHILOS 100A - CRAGER, A.D.",0,0.413,0.223,0.125,0.158,0.033,0.016,0,0,0,0,0,0.033
"PHILOS 117 - HSU, A.",0,0.12,0.32,0.28,0.12,0,0,0,0,0,0,0,0.16
"PHILOS 125 - SMITH, S.R.",0.233,0.233,0.233,0,0.3,0,0,0,0,0,0,0,0
"PHILOS 130 - SMITH, S.R.",0.052,0.571,0.195,0.052,0.052,0.052,0,0,0,0,0,0.013,0.013
"PHILOS 137 - ARMSTRONG, J.D.",0.025,0.55,0.275,0.15,0,0,0,0,0,0,0,0,0
"PHILOS 150 - MCHOSE, J.B.",0.094,0.281,0.438,0.094,0.031,0.031,0,0,0,0,0,0,0.031
"PHILOS 167 - DOVER, D.J.",0,0.75,0.143,0.036,0.036,0.036,0,0,0,0,0,0,0
"PHILOS 168 - SCHAEFFER, L.J.",0,0.697,0.152,0.03,0.03,0,0,0.03,0,0,0.03,0,0.03
"PHILOS 170 - BURGE, C.T.",0,0.25,0.25,0.167,0.062,0.083,0.083,0.021,0,0.021,0,0.021,0.042
"PHILOS 177B - JOHNSON, M.C.",0.269,0.192,0.5,0,0,0,0,0,0,0,0,0,0.038
"PHILOS 185 - HSU, A.",0,0.276,0.345,0.31,0.034,0.034,0,0,0,0,0,0,0
"PHILOS 191 - JAGNOW, R.",0.385,0.462,0.077,0.077,0,0,0,0,0,0,0,0,0
"PHILOS 22 - DEWITT, J.A.",0,0.166,0.267,0.253,0.198,0.06,0.037,0.009,0.005,0,0,0,0.005
"PHILOS 287 - ARMSTRONG, J.D.",0,1,0,0,0,0,0,0,0,0,0,0,0
"PHILOS 31 - LEVY, S.R.",0.042,0.458,0.144,0.136,0.076,0.051,0.025,0.025,0.008,0,0.017,0,0.017
"PHILOS 5 - NORMORE, C.G.",0.04,0.407,0.249,0.13,0.113,0.034,0.011,0,0.011,0,0,0.006,0
"PHILOS 6 - GALLAGHER, K.J.",0,0.482,0.351,0.162,0,0,0,0,0,0,0,0,0.005
"PHILOS 7 - RESCORLA, M.A.",0,0.091,0.191,0.167,0.292,0.086,0.081,0.048,0.024,0.01,0.005,0,0.005
"PHILOS C110 - HILTUNEN, A.S.",0,0.333,0.3,0.267,0.067,0.033,0,0,0,0,0,0,0
"PHILOS C115 - BURGE, C.T.",0,0.158,0.289,0.158,0.132,0.053,0.053,0.053,0.053,0.026,0,0,0.026
"PHILOS C119 - CRIMI, M.J.",0.233,0.267,0.233,0.1,0.067,0.1,0,0,0,0,0,0,0
"PHILOS C127A - KAPLAN, D.B.",0.135,0.189,0.189,0.243,0.135,0.108,0,0,0,0,0,0,0
"PHILOS C154B - HIERONYMI, P.",0.049,0.244,0.341,0.171,0.122,0.024,0,0.024,0,0,0,0,0.024
"PHILOS M103A - ELLIS, R.M.",0,0.562,0.375,0.062,0,0,0,0,0,0,0,0,0
"PHILOS M175 - JOHNSON, M.C.",0.25,0.25,0.5,0,0,0,0,0,0,0,0,0,0
"PHYSCI 107 - FRISCIA, A.R.",0.136,0.682,0.091,0,0.045,0.045,0,0,0,0,0,0,0
"PHYSCI 107 - FRISCIA, A.R. LEC 2",0.038,0.577,0.077,0.115,0.154,0.038,0,0,0,0,0,0,0
"PHYSCI 107 - FRISCIA, A.R. LEC 3",0,0.548,0.226,0.161,0.065,0,0,0,0,0,0,0,0
"PHYSCI 107 - FRISCIA, A.R. LEC 4",0,0.591,0.318,0.045,0,0,0.045,0,0,0,0,0,0
"PHYSCI 107 - FRISCIA, A.R. LEC 5",0.103,0.517,0.276,0.069,0,0.034,0,0,0,0,0,0,0
"PHYSCI 107 - FRISCIA, A.R. LEC 6",0.038,0.538,0.308,0.038,0.038,0,0.038,0,0,0,0,0,0
"PHYSCI 107 - FRISCIA, A.R. LEC 7",0.055,0.436,0.255,0.127,0.055,0.036,0.018,0.018,0,0,0,0,0
"PHYSCI 111L - COOPER, R.H.",0.083,0.75,0.167,0,0,0,0,0,0,0,0,0,0
"PHYSCI 111L - COOPER, R.H. LEC 2",0,0.778,0.167,0.056,0,0,0,0,0,0,0,0,0
"PHYSCI 111L - COOPER, R.H. LEC 3",0,0.824,0.118,0.059,0,0,0,0,0,0,0,0,0
"PHYSCI 111L - COOPER, R.H. LEC 4",0,1,0,0,0,0,0,0,0,0,0,0,0
"PHYSCI 147 - GLANZMAN, D.L.",0.207,0.569,0.138,0.034,0.017,0.017,0.017,0,0,0,0,0,0
"PHYSCI 155 - TIDBALL, J.G.",0.297,0.486,0.027,0.027,0.054,0.054,0.027,0,0.027,0,0,0,0
"PHYSCI 165 - FRYE, M.A.",0.256,0.395,0.209,0.047,0,0.023,0.047,0,0,0,0,0,0.023
"PHYSCI 194A - HASSON, T.W.",0,1,0,0,0,0,0,0,0,0,0,0,0
"PHYSCI 194A - MCEVOY, M.M.",1,0,0,0,0,0,0,0,0,0,0,0,0
"PHYSCI 289A - ROWAT, A.C.",0,0.765,0.059,0.059,0.059,0,0,0,0,0,0,0,0.059
"PHYSCI 5 - ESDIN, J.",0.012,0.772,0.087,0.057,0.02,0.022,0.015,0.005,0.002,0,0,0,0.007
"PHYSCI C144 - GOMEZ-PINILLA, F.",0.141,0.465,0.268,0.085,0.028,0.014,0,0,0,0,0,0,0
"PHYSCI CM123 - COLWELL, C.S.",0.158,0.553,0.237,0.026,0,0,0,0,0.026,0,0,0,0
"PHYSCI M135 - BABIEC, W.E.",0.684,0.211,0.105,0,0,0,0,0,0,0,0,0,0
"PHYSICS 10 - CHAKRAVARTY, S.",0.1,0.48,0.32,0.04,0.04,0,0,0,0,0,0,0,0.02
"PHYSICS 105A - MUSUMECI, P.",0,0.343,0.2,0.114,0.114,0.143,0,0.029,0.029,0,0,0,0.029
"PHYSICS 105B - GELMINI, G.B.",0.083,0.278,0.167,0.25,0.083,0.083,0,0.028,0,0,0,0,0.028
"PHYSICS 110A - HUDSON, E.R.",0.054,0.189,0.162,0.027,0.216,0.054,0.054,0.108,0.081,0,0.027,0,0.027
"PHYSICS 110B - BACHTIS, M.",0.053,0.117,0.16,0.106,0.138,0.128,0.128,0.128,0.032,0.011,0,0,0
"PHYSICS 112 - BROWN, S.",0,0.286,0.143,0.114,0.086,0.2,0.086,0.086,0,0,0,0,0
"PHYSICS 115A - JIANG, H.",0.038,0.192,0.231,0.115,0.154,0.135,0.038,0.038,0.019,0,0.019,0,0.019
"PHYSICS 115B - ZOCCHI, G.",0.082,0.411,0.082,0.082,0.178,0.041,0.068,0.055,0,0,0,0,0
"PHYSICS 124 - KANG, Z.",0.216,0.081,0.27,0.081,0.081,0.081,0.081,0.081,0,0,0,0,0.027
"PHYSICS 131 - WANG, S.",0.149,0.17,0.223,0.117,0.128,0.117,0.043,0.043,0,0.011,0,0,0
"PHYSICS 140A - REGAN, B.C.",0.138,0.31,0.103,0.172,0.069,0.069,0.069,0,0.069,0,0,0,0
"PHYSICS 17 - NI, N.",0.071,0.306,0.071,0.143,0.214,0.082,0.031,0.051,0.02,0,0.01,0,0
"PHYSICS 180F - ONG, R.A.",0.5,0.2,0.1,0.2,0,0,0,0,0,0,0,0,0
"PHYSICS 180N - ROY, R.",0.2,0.333,0.067,0.067,0.067,0,0,0.067,0,0,0.067,0,0.133
"PHYSICS 18L - GUTIERREZ, C.",0.071,0.286,0.286,0.107,0.071,0.036,0,0,0.036,0,0.036,0,0.071
"PHYSICS 192 - ARISAKA, K.",0.311,0.689,0,0,0,0,0,0,0,0,0,0,0
"PHYSICS 192M - SHAKED, S.",0,1,0,0,0,0,0,0,0,0,0,0,0
"PHYSICS 1A - RAJAPAKSE, R.",0.105,0.215,0.21,0.249,0.099,0.077,0.044,0,0,0,0,0,0
"PHYSICS 1AH - WILLIAMS, G.A.",0.12,0.301,0.145,0.277,0.096,0.048,0,0,0,0,0,0,0.012
"PHYSICS 1B - NIEMANN, C.",0.072,0.406,0.211,0.167,0.061,0.028,0.006,0.011,0.033,0,0,0,0.006
"PHYSICS 1B - VINSON, A.M.",0.153,0.312,0.104,0.083,0.125,0.069,0.062,0.035,0.014,0.014,0.007,0,0.021
"PHYSICS 1C - CORBIN, B.",0,0.481,0.077,0.077,0.173,0.038,0,0.096,0.038,0,0,0,0.019
"PHYSICS 1C - CORBIN, B. LEC 4",0.011,0.527,0.032,0.065,0.204,0.054,0.022,0.054,0.022,0,0,0,0.011
"PHYSICS 1C - ROMBES III, N.D.",0.453,0.321,0.107,0.044,0.025,0.019,0.006,0.006,0.013,0,0.006,0,0
"PHYSICS 220 - PUTTERMAN, S.J.",0.161,0.419,0.065,0.226,0.097,0.032,0,0,0,0,0,0,0
"PHYSICS 221A - TSERKOVNYAK, Y.",0.132,0.211,0.211,0.289,0.105,0.026,0,0.026,0,0,0,0,0
"PHYSICS 222A - MORI, W.B.",0.267,0.2,0.467,0.067,0,0,0,0,0,0,0,0,0
"PHYSICS 230A - D'HOKER, E.",0.267,0.533,0.2,0,0,0,0,0,0,0,0,0,0
"PHYSICS 4AL - NI, N.",0.4,0.52,0.08,0,0,0,0,0,0,0,0,0,0
"PHYSICS 4AL - NI, N. LEC 10",0.37,0.556,0.037,0.037,0,0,0,0,0,0,0,0,0
"PHYSICS 4AL - NI, N. LEC 2",0.222,0.741,0,0,0,0,0.037,0,0,0,0,0,0
"PHYSICS 4AL - NI, N. LEC 3",0.333,0.667,0,0,0,0,0,0,0,0,0,0,0
"PHYSICS 4AL - NI, N. LEC 4",0.167,0.625,0.167,0,0.042,0,0,0,0,0,0,0,0
"PHYSICS 4AL - NI, N. LEC 5",0.077,0.808,0.077,0.038,0,0,0,0,0,0,0,0,0
"PHYSICS 4AL - NI, N. LEC 6",0.192,0.692,0.115,0,0,0,0,0,0,0,0,0,0
"PHYSICS 4AL - NI, N. LEC 7",0.174,0.739,0.087,0,0,0,0,0,0,0,0,0,0
"PHYSICS 4AL - NI, N. LEC 8",0.24,0.76,0,0,0,0,0,0,0,0,0,0,0
"PHYSICS 4AL - NI, N. LEC 9",0.231,0.538,0.154,0.077,0,0,0,0,0,0,0,0,0
"PHYSICS 4BL - ARISAKA, K.",0.188,0.375,0.25,0.188,0,0,0,0,0,0,0,0,0
"PHYSICS 4BL - ARISAKA, K. LEC 10",0.182,0.318,0.5,0,0,0,0,0,0,0,0,0,0
"PHYSICS 4BL - ARISAKA, K. LEC 2",0.179,0.464,0.357,0,0,0,0,0,0,0,0,0,0
"PHYSICS 4BL - ARISAKA, K. LEC 3",0.154,0.308,0.5,0.038,0,0,0,0,0,0,0,0,0
"PHYSICS 4BL - ARISAKA, K. LEC 4",0.167,0.333,0.222,0.222,0,0.056,0,0,0,0,0,0,0
"PHYSICS 4BL - ARISAKA, K. LEC 5",0.182,0.273,0.273,0.273,0,0,0,0,0,0,0,0,0
"PHYSICS 4BL - ARISAKA, K. LEC 6",0.148,0.296,0.333,0.185,0.037,0,0,0,0,0,0,0,0
"PHYSICS 4BL - ARISAKA, K. LEC 7",0.143,0.381,0.238,0.19,0,0,0,0,0,0,0,0,0.048
"PHYSICS 4BL - ARISAKA, K. LEC 8",0.208,0.708,0.042,0.042,0,0,0,0,0,0,0,0,0
"PHYSICS 4BL - ARISAKA, K. LEC 9",0.316,0.526,0.105,0.053,0,0,0,0,0,0,0,0,0
"PHYSICS 5A - LANCASTER, J.A.",0.404,0.259,0.133,0.06,0.066,0.012,0,0.012,0.006,0.012,0.018,0.012,0.006
"PHYSICS 5A - LANCASTER, J.A. LEC 3",0.18,0.349,0.134,0.081,0.087,0.07,0.029,0.012,0.017,0.006,0.006,0,0.029
"PHYSICS 5A - SAKAI, S.",0.451,0.277,0.127,0.052,0.058,0.017,0.006,0,0,0.006,0.006,0,0
"PHYSICS 5A - TUNG, N.C.",0,0.904,0.043,0.011,0.011,0.011,0.005,0.005,0,0,0.005,0.005,0
"PHYSICS 5A - TUNG, N.C. LEC 5",0,0.963,0.011,0.011,0.016,0,0,0,0,0,0,0,0
"PHYSICS 5B - BAUER, D.J.",0.087,0.477,0.186,0.128,0.035,0.041,0.012,0.023,0.006,0,0,0,0.006
"PHYSICS 5B - HOLCZER, K.",0.408,0.485,0.087,0,0.01,0.005,0,0.005,0,0,0,0,0
"PHYSICS 5C - JIANG, H.",0.067,0.47,0.159,0.079,0.11,0.049,0.024,0.03,0.012,0,0,0,0
"PHYSICS 5C - MILLS, E.A.",0.538,0.222,0.07,0.053,0.047,0.029,0.006,0.006,0.006,0,0.006,0,0.018
"POL SCI 10 - PA0GIA, D.",0.128,0.528,0.142,0.087,0.05,0.023,0.009,0.009,0.005,0,0,0.005,0.014
"POL SCI 111C - BARKER, K.",0.009,0.336,0.215,0.178,0.093,0.019,0.056,0.037,0.019,0,0,0.009,0.028
"POL SCI 114A - TROJAN, C.",0.021,0.347,0.337,0.095,0.126,0.032,0.021,0.021,0,0,0,0,0
"POL SCI 116B - DIENSTAG, J.F.",0.08,0.411,0.152,0.134,0.107,0.054,0.009,0,0.009,0.009,0,0.009,0.027
"POL SCI 119 - BRANSTETTER, J.G.",0.211,0.298,0.009,0.482,0,0,0,0,0,0,0,0,0
"POL SCI 120B - CHATTERJEE, S.",0,0.562,0.143,0.098,0.054,0.071,0.036,0.018,0.018,0,0,0,0
"POL SCI 123A - JOHNS, L.N.",0.107,0.289,0.213,0.107,0.098,0.04,0.036,0.044,0.013,0.009,0.009,0.009,0.027
"POL SCI 124A - ROBERTS, T.L.",0.082,0.286,0.204,0.071,0.173,0.041,0.041,0.051,0.01,0.01,0,0,0.031
"POL SCI 132A - WAXMAN, D.",0.043,0.543,0.233,0.078,0.043,0.043,0,0,0,0.009,0,0,0.009
"POL SCI 139 - HOFNUNG, M.",0.126,0.291,0.155,0.029,0.184,0.039,0.029,0.087,0,0,0.049,0,0.01
"POL SCI 140B - JAMES, S.C.",0.03,0.356,0.228,0.168,0.139,0,0.02,0.04,0,0,0,0,0.02
"POL SCI 141B - ZHENG, B.Q.",0,0.182,0.155,0.282,0.227,0.073,0.055,0.018,0,0,0,0,0.009
"POL SCI 141E - DESVEAUX, J.A.",0.1,0.7,0.1,0,0.1,0,0,0,0,0,0,0,0
"POL SCI 143C - TINNIN, A.V.",0.197,0.615,0.034,0.051,0.06,0,0,0.017,0.009,0,0.009,0,0.009
"POL SCI 145B - LEBOW, C.C.",0.068,0.307,0.341,0.091,0.125,0,0,0.023,0.023,0,0,0,0.023
"POL SCI 149 - PERIS, W.E.",0,0.938,0.016,0.016,0.016,0.016,0,0,0,0,0,0,0
"POL SCI 149 - SHERRER, T.A.",0.169,0.424,0.203,0.102,0.042,0.025,0.008,0.017,0.008,0,0,0,0
